TierID,LevelID,AreaID,Enabled,EnemyIDs,TicketCost,XPClanReward,XPPlayerReward,WildCardPlayerReward,CardPlayerReward,ScrollPlayerReward,FortuneScrollPlayerReward,HolidayCurrencyPerAttack,AttacksPerReset,BaseHP,TitanCount,HasArmor,AreaBonuses,EnemyBonuses,EnchantedArmour,BattleScarEffect,BucketsOfDamage,TotalHP
9999,23,Area3,TRUE,"Enemy1,Enemy2,Enemy5",0,1560,2147,361,413,20,9,5,6,2.12E+10,4,TRUE,1,1,2,1.064,20,8.47E+10
9999,24,Area4,TRUE,"Enemy1,Enemy2,Enemy4",0,1562,2151,362,414,20,9,5,6,1.70E+10,5,TRUE,1,1,2,1.066,50,8.51E+10
9999,25,Area1,TRUE,"Enemy3,Enemy6,Enemy7",0,1564,2155,362,415,20,9,5,6,1.42E+10,6,TRUE,1,1,2,1.068,10,8.55E+10
9999,26,Area2,TRUE,"Enemy2,Enemy5,Enemy7",0,1566,2159,363,416,20,9,5,6,1.43E+10,6,TRUE,1,1,2,1.070,15,8.57E+10
9999,27,Area3,TRUE,"Enemy2,Enemy3,Enemy6",0,1568,2163,364,417,20,9,5,6,1.72E+10,5,TRUE,1,1,2,1.072,20,8.59E+10
9999,28,Area4,TRUE,"Enemy4,Enemy5,Enemy7",0,1570,2167,365,418,20,9,5,6,1.07E+10,8,TRUE,1,1,2,1.074,25,8.60E+10
9999,29,Area1,TRUE,"Enemy1,Enemy6,Enemy7",0,1572,2171,365,419,20,9,5,6,1.43E+10,6,TRUE,1,1,2,1.076,20,8.61E+10
9999,30,Area2,TRUE,"Enemy4,Enemy5,Enemy6",0,1574,2175,366,420,20,9,5,6,1.44E+10,6,TRUE,1,1,2,1.078,50,8.62E+10
9999,31,Area3,TRUE,"Enemy1,Enemy5,Enemy8",0,1576,2179,367,421,20,9,5,6,1.19E+10,7,TRUE,1,1,3,1.080,10,8.35E+10
9999,32,Area4,TRUE,"Enemy3,Enemy4,Enemy6",0,1578,2183,368,422,20,9,5,6,1.67E+10,5,TRUE,1,1,3,1.080,15,8.36E+10
9999,33,Area1,TRUE,"Enemy3,Enemy7,Enemy8",0,1580,2187,368,423,20,9,5,6,1.20E+10,7,TRUE,1,1,3,1.080,20,8.37E+10
9999,34,Area2,TRUE,"Enemy2,Enemy4,Enemy5",0,1582,2191,369,424,20,9,5,6,1.67E+10,5,TRUE,1,1,3,1.080,25,8.37E+10
9999,35,Area3,TRUE,"Enemy1,Enemy3,Enemy5",0,1584,2195,370,425,20,9,5,6,1.40E+10,6,TRUE,1,1,3,1.080,20,8.38E+10
9999,36,Area4,TRUE,"Enemy1,Enemy5,Enemy7",0,1586,2199,371,426,20,9,5,6,1.40E+10,6,TRUE,1,1,3,1.080,50,8.40E+10
9999,37,Area1,TRUE,"Enemy2,Enemy3,Enemy7",0,1588,2203,371,427,20,9,5,6,1.20E+10,7,TRUE,1,1,3,1.080,10,8.43E+10
9999,38,Area2,TRUE,"Enemy1,Enemy2,Enemy5",0,1590,2207,372,428,20,9,5,6,1.06E+10,8,TRUE,1,1,3,1.080,15,8.46E+10
9999,39,Area3,TRUE,"Enemy2,Enemy5,Enemy6",0,1592,2211,373,429,20,9,5,6,1.42E+10,6,TRUE,1,1,3,1.080,20,8.50E+10
9999,40,Area4,TRUE,"Enemy1,Enemy7,Enemy8",0,1594,2215,374,430,20,9,5,6,1.07E+10,8,TRUE,1,1,3,1.080,25,8.55E+10
9999,41,Area1,TRUE,"Enemy1,Enemy2,Enemy6",0,1596,2219,374,431,20,9,5,6,1.67E+10,5,TRUE,1,1,4,1.080,20,8.33E+10
9999,42,Area2,TRUE,"Enemy1,Enemy4,Enemy6",0,1598,2223,375,432,20,9,5,6,1.40E+10,6,TRUE,1,1,4,1.080,50,8.39E+10
9999,43,Area3,TRUE,"Enemy1,Enemy4,Enemy7",0,1600,2227,376,433,20,9,5,6,1.21E+10,7,TRUE,1,1,4,1.080,10,8.47E+10
9999,44,Area4,TRUE,"Enemy2,Enemy3,Enemy7",0,1602,2231,377,434,20,9,5,6,1.43E+10,6,TRUE,1,1,4,1.080,15,8.56E+10
9999,45,Area1,TRUE,"Enemy1,Enemy5,Enemy6",0,1604,2235,377,435,20,9,5,6,1.44E+10,6,TRUE,1,1,4,1.080,20,8.65E+10
9999,46,Area2,TRUE,"Enemy3,Enemy6,Enemy7",0,1606,2239,378,436,20,9,5,6,1.75E+10,5,TRUE,1,1,4,1.080,25,8.75E+10
9999,47,Area3,TRUE,"Enemy2,Enemy4,Enemy8",0,1608,2243,379,437,20,9,5,6,2.22E+10,4,TRUE,1,1,4,1.080,20,8.87E+10
9999,48,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,1610,2247,380,438,20,9,5,6,2.25E+10,4,TRUE,1,1,4,1.080,50,8.99E+10
9999,49,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,1612,2251,380,439,20,9,5,6,1.14E+10,8,TRUE,1,1,4,1.080,10,9.13E+10
9999,50,Area2,TRUE,"Enemy2,Enemy3,Enemy4",0,1614,2255,381,440,20,9,5,6,1.55E+10,6,TRUE,1,1,4,1.080,15,9.27E+10
9999,51,Area3,TRUE,"Enemy1,Enemy3,Enemy8",0,1616,2259,382,441,20,9,5,6,1.35E+10,7,TRUE,1,1,4,1.080,20,9.43E+10
9999,52,Area4,TRUE,"Enemy4,Enemy6,Enemy7",0,1618,2263,383,442,20,9,5,6,2.40E+10,4,TRUE,1,1,4,1.080,25,9.60E+10
9999,53,Area1,TRUE,"Enemy6,Enemy7,Enemy8",0,1620,2267,383,443,20,9,5,6,2.45E+10,4,TRUE,1,1,4,1.080,20,9.78E+10
9999,54,Area2,TRUE,"Enemy1,Enemy2,Enemy7",0,1622,2271,384,444,20,9,5,6,2.00E+10,5,TRUE,1,1,4,1.080,50,9.98E+10
9999,55,Area3,TRUE,"Enemy2,Enemy7,Enemy8",0,1624,2275,385,445,20,9,5,6,1.70E+10,6,TRUE,1,1,4,1.080,10,1.02E+11
9999,56,Area4,TRUE,"Enemy1,Enemy2,Enemy5",0,1626,2279,386,446,20,9,5,6,1.48E+10,7,TRUE,1,1,4,1.080,15,1.04E+11
9999,57,Area1,TRUE,"Enemy2,Enemy3,Enemy6",0,1628,2283,386,447,20,9,5,6,1.76E+10,6,TRUE,1,1,4,1.080,20,1.06E+11
9999,58,Area2,TRUE,"Enemy5,Enemy7,Enemy8",0,1630,2287,387,448,20,9,5,6,1.35E+10,8,TRUE,1,1,4,1.080,25,1.08E+11
9999,59,Area3,TRUE,"Enemy2,Enemy5,Enemy8",0,1632,2291,388,449,20,9,5,6,2.20E+10,5,TRUE,1,1,4,1.080,20,1.10E+11
9999,60,Area4,TRUE,"Enemy5,Enemy6,Enemy7",0,1634,2295,389,450,20,9,5,6,1.87E+10,6,TRUE,1,1,4,1.080,50,1.12E+11
9999,61,Area1,TRUE,"Enemy1,Enemy3,Enemy4",0,1636,2299,389,451,20,9,5,6,1.91E+10,6,TRUE,1,1,4,1.080,10,1.15E+11
9999,62,Area2,TRUE,"Enemy2,Enemy3,Enemy8",0,1638,2303,390,452,20,9,5,6,1.67E+10,7,TRUE,1,1,4,1.080,15,1.17E+11
9999,63,Area3,TRUE,"Enemy3,Enemy4,Enemy5",0,1640,2307,391,453,20,9,5,6,2.00E+10,6,TRUE,1,1,4,1.080,20,1.20E+11
9999,64,Area4,TRUE,"Enemy1,Enemy5,Enemy8",0,1642,2311,392,454,20,9,5,6,2.46E+10,5,TRUE,1,1,4,1.080,25,1.23E+11
9999,65,Area1,TRUE,"Enemy3,Enemy6,Enemy8",0,1644,2315,392,455,20,9,5,6,2.52E+10,5,TRUE,1,1,4,1.080,20,1.26E+11
9999,66,Area2,TRUE,"Enemy4,Enemy6,Enemy5",0,1646,2319,393,456,20,9,5,6,1.85E+10,7,TRUE,1,1,4,1.080,50,1.29E+11
9999,67,Area3,TRUE,"Enemy2,Enemy3,Enemy8",0,1648,2323,394,457,20,9,5,6,2.21E+10,6,TRUE,1,1,4,1.080,10,1.33E+11
9999,68,Area4,TRUE,"Enemy4,Enemy5,Enemy6",0,1650,2327,395,458,20,9,5,6,1.70E+10,8,TRUE,1,1,4,1.080,15,1.36E+11
9999,69,Area1,TRUE,"Enemy3,Enemy4,Enemy8",0,1652,2331,395,459,20,9,5,6,1.99E+10,7,TRUE,1,1,4,1.080,20,1.40E+11
9999,70,Area2,TRUE,"Enemy1,Enemy2,Enemy8",0,1654,2335,396,460,20,9,5,6,2.38E+10,6,TRUE,1,1,4,1.080,25,1.43E+11
9999,71,Area3,TRUE,"Enemy4,Enemy5,Enemy8",0,1656,2339,397,461,20,9,5,6,2.93E+10,5,TRUE,1,1,4,1.080,20,1.46E+11
9999,72,Area4,TRUE,"Enemy1,Enemy7,Enemy8",0,1658,2343,398,462,20,9,5,6,2.50E+10,6,TRUE,1,1,4,1.080,50,1.50E+11
9999,73,Area1,TRUE,"Enemy5,Enemy6,Enemy7",0,1660,2347,398,463,20,9,5,6,3.83E+10,4,TRUE,1,1,4,1.080,10,1.53E+11
9999,74,Area2,TRUE,"Enemy3,Enemy4,Enemy7",0,1662,2351,399,464,20,9,5,6,2.23E+10,7,TRUE,1,1,4,1.080,15,1.56E+11
9999,75,Area3,TRUE,"Enemy4,Enemy7,Enemy8",0,1664,2355,400,465,20,9,5,6,3.19E+10,5,TRUE,1,1,4,1.080,20,1.60E+11
9999,76,Area4,TRUE,"Enemy3,Enemy5,Enemy7",0,1666,2359,401,466,20,9,5,6,2.72E+10,6,TRUE,1,1,4,1.080,25,1.63E+11
9999,77,Area1,TRUE,"Enemy1,Enemy4,Enemy6",0,1668,2363,401,467,20,9,5,6,2.77E+10,6,TRUE,1,1,4,1.080,20,1.66E+11
9999,78,Area2,TRUE,"Enemy3,Enemy5,Enemy8",0,1670,2367,402,468,20,9,5,6,3.40E+10,5,TRUE,1,1,4,1.080,50,1.70E+11
9999,79,Area3,TRUE,"Enemy2,Enemy4,Enemy6",0,1672,2371,403,469,20,9,5,6,3.47E+10,5,TRUE,1,1,4,1.080,10,1.73E+11
9999,80,Area4,TRUE,"Enemy3,Enemy4,Enemy5",0,1674,2375,404,470,20,9,5,6,2.95E+10,6,TRUE,1,1,4,1.080,15,1.77E+11
9999,81,Area1,TRUE,"Enemy2,Enemy6,Enemy8",0,1676,2379,404,471,20,9,5,6,3.01E+10,6,TRUE,1,1,4,1.080,20,1.81E+11
9999,82,Area2,TRUE,"Enemy1,Enemy2,Enemy8",0,1678,2383,405,472,20,9,5,6,2.31E+10,8,TRUE,1,1,4,1.080,25,1.85E+11
9999,83,Area3,TRUE,"Enemy1,Enemy4,Enemy7",0,1680,2387,406,473,20,9,5,6,3.14E+10,6,TRUE,1,1,4,1.080,20,1.88E+11
9999,84,Area4,TRUE,"Enemy4,Enemy5,Enemy7",0,1682,2391,407,474,20,9,5,6,3.85E+10,5,TRUE,1,1,4,1.080,50,1.92E+11
9999,85,Area1,TRUE,"Enemy1,Enemy3,Enemy6",0,1684,2395,407,475,20,9,5,6,2.46E+10,8,TRUE,1,1,4,1.080,10,1.96E+11
9999,86,Area2,TRUE,"Enemy5,Enemy6,Enemy8",0,1686,2399,408,476,20,9,5,6,2.87E+10,7,TRUE,1,1,4,1.080,15,2.01E+11
9999,87,Area3,TRUE,"Enemy2,Enemy3,Enemy4",0,1688,2403,409,477,20,9,5,6,3.41E+10,6,TRUE,1,1,4,1.080,20,2.05E+11
9999,88,Area4,TRUE,"Enemy2,Enemy4,Enemy7",0,1690,2407,410,478,20,9,5,6,4.18E+10,5,TRUE,1,1,4,1.080,25,2.09E+11
9999,89,Area1,TRUE,"Enemy3,Enemy4,Enemy6",0,1692,2411,410,479,20,9,5,6,3.05E+10,7,TRUE,1,1,4,1.080,20,2.13E+11
9999,90,Area2,TRUE,"Enemy6,Enemy7,Enemy8",0,1694,2415,411,480,20,9,5,6,3.63E+10,6,TRUE,1,1,4,1.080,50,2.18E+11
9999,91,Area3,TRUE,"Enemy1,Enemy5,Enemy8",0,1696,2419,412,481,20,9,5,6,3.18E+10,7,TRUE,1,1,4,1.080,15,2.23E+11
9999,92,Area4,TRUE,"Enemy3,Enemy4,Enemy6",0,1698,2423,413,482,20,9,5,6,3.79E+10,6,TRUE,1,1,4,1.080,15,2.27E+11
9999,93,Area1,TRUE,"Enemy3,Enemy7,Enemy8",0,1700,2427,413,483,20,9,5,6,3.87E+10,6,TRUE,1,1,4,1.080,20,2.32E+11
9999,94,Area2,TRUE,"Enemy2,Enemy4,Enemy5",0,1702,2431,414,484,20,9,5,6,4.74E+10,5,TRUE,1,1,4,1.080,25,2.37E+11
9999,95,Area3,TRUE,"Enemy1,Enemy3,Enemy5",0,1704,2435,415,485,20,9,5,6,3.45E+10,7,TRUE,1,1,4,1.080,20,2.42E+11
9999,96,Area4,TRUE,"Enemy1,Enemy5,Enemy7",0,1706,2439,416,486,20,9,5,6,3.53E+10,7,TRUE,1,1,4,1.080,50,2.47E+11
9999,97,Area1,TRUE,"Enemy2,Enemy3,Enemy7",0,1708,2443,416,487,20,9,5,6,4.20E+10,6,TRUE,1,1,4,1.080,15,2.52E+11
9999,98,Area2,TRUE,"Enemy1,Enemy2,Enemy5",0,1710,2447,417,488,20,9,5,6,3.22E+10,8,TRUE,1,1,4,1.080,15,2.57E+11
9999,99,Area3,TRUE,"Enemy2,Enemy5,Enemy6",0,1712,2451,418,489,20,9,5,6,4.38E+10,6,TRUE,1,1,4,1.080,20,2.63E+11
9999,100,Area4,TRUE,"Enemy1,Enemy2,Enemy3",0,1714,2455,419,490,20,9,5,6,4.47E+10,6,TRUE,1,1,4,1.080,25,2.68E+11
9999,101,Area1,TRUE,"Enemy1,Enemy2,Enemy5",0,1716,2459,419,491,20,9,5,6,3.42E+10,8,TRUE,1,1,4,1.080,20,2.74E+11
9999,102,Area2,TRUE,"Enemy1,Enemy4,Enemy6",0,1718,2463,420,492,20,9,5,6,4.00E+10,7,TRUE,1,1,4,1.080,50,2.80E+11
9999,103,Area3,TRUE,"Enemy1,Enemy6,Enemy7",0,1720,2467,421,493,20,9,5,6,3.57E+10,8,TRUE,1,1,4,1.080,15,2.86E+11
9999,104,Area4,TRUE,"Enemy2,Enemy3,Enemy7",0,1722,2471,422,494,20,9,5,6,4.17E+10,7,TRUE,1,1,4,1.080,15,2.92E+11
9999,105,Area1,TRUE,"Enemy1,Enemy5,Enemy6",0,1724,2475,422,495,20,9,5,6,4.96E+10,6,TRUE,1,1,4,1.080,20,2.98E+11
9999,106,Area2,TRUE,"Enemy3,Enemy6,Enemy7",0,1726,2479,423,496,20,9,5,6,6.08E+10,5,TRUE,1,1,4,1.080,25,3.04E+11
9999,107,Area3,TRUE,"Enemy2,Enemy4,Enemy8",0,1728,2483,424,497,20,9,5,6,5.19E+10,6,TRUE,1,1,4,1.080,20,3.11E+11
9999,108,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,1730,2487,425,498,20,9,5,6,5.31E+10,6,TRUE,1,1,4,1.080,50,3.19E+11
9999,109,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,1732,2491,425,499,20,9,5,6,4.67E+10,7,TRUE,1,1,4,1.080,15,3.27E+11
9999,110,Area2,TRUE,"Enemy4,Enemy5,Enemy6",0,1734,2495,426,500,20,9,5,6,5.59E+10,6,TRUE,1,1,4,1.080,15,3.35E+11
9999,111,Area3,TRUE,"Enemy1,Enemy3,Enemy8",0,1736,2499,427,501,20,9,5,6,5.74E+10,6,TRUE,1,1,4,1.080,20,3.44E+11
9999,112,Area4,TRUE,"Enemy4,Enemy6,Enemy7",0,1738,2503,428,502,20,9,5,6,4.42E+10,8,TRUE,1,1,4,1.080,25,3.54E+11
9999,113,Area1,TRUE,"Enemy6,Enemy7,Enemy8",0,1740,2507,428,503,20,9,5,6,7.28E+10,5,TRUE,1,1,4,1.080,20,3.64E+11
9999,114,Area2,TRUE,"Enemy1,Enemy2,Enemy7",0,1742,2511,429,504,20,9,5,6,5.34E+10,7,TRUE,1,1,4,1.080,50,3.74E+11
9999,115,Area3,TRUE,"Enemy2,Enemy7,Enemy8",0,1744,2515,430,505,20,9,5,6,4.81E+10,8,TRUE,1,1,4,1.080,15,3.84E+11
9999,116,Area4,TRUE,"Enemy1,Enemy2,Enemy5",0,1746,2519,431,506,20,9,5,6,5.65E+10,7,TRUE,1,1,4,1.080,15,3.95E+11
9999,117,Area1,TRUE,"Enemy2,Enemy3,Enemy6",0,1748,2523,431,507,20,9,5,6,6.77E+10,6,TRUE,1,1,4,1.080,20,4.06E+11
9999,118,Area2,TRUE,"Enemy5,Enemy7,Enemy8",0,1750,2527,432,508,20,9,5,6,8.36E+10,5,TRUE,1,1,4,1.080,25,4.18E+11
9999,119,Area3,TRUE,"Enemy2,Enemy5,Enemy8",0,1752,2531,433,509,20,9,5,6,6.15E+10,7,TRUE,1,1,4,1.080,20,4.31E+11
9999,120,Area4,TRUE,"Enemy1,Enemy7,Enemy8",0,1754,2535,434,510,20,9,5,6,7.40E+10,6,TRUE,1,1,4,1.080,50,4.44E+11
9999,121,Area1,TRUE,"Enemy1,Enemy3,Enemy4",0,1756,2539,434,511,20,9,5,6,5.73E+10,8,TRUE,1,1,4,1.080,15,4.58E+11
9999,122,Area2,TRUE,"Enemy2,Enemy3,Enemy8",0,1758,2543,435,512,20,9,5,6,7.89E+10,6,TRUE,1,1,4,1.080,15,4.73E+11
9999,123,Area3,TRUE,"Enemy3,Enemy4,Enemy5",0,1760,2547,436,513,20,9,5,6,8.15E+10,6,TRUE,1,1,4,1.080,20,4.89E+11
9999,124,Area4,TRUE,"Enemy1,Enemy5,Enemy8",0,1762,2551,437,514,20,9,5,6,7.21E+10,7,TRUE,1,1,4,1.080,25,5.05E+11
9999,125,Area1,TRUE,"Enemy3,Enemy6,Enemy8",0,1764,2555,437,515,20,9,5,6,7.45E+10,7,TRUE,1,1,4,1.080,20,5.22E+11
9999,126,Area2,TRUE,"Enemy4,Enemy6,Enemy5",0,1766,2559,438,516,20,9,5,6,1.08E+11,5,TRUE,1,1,4,1.080,50,5.39E+11
9999,127,Area3,TRUE,"Enemy2,Enemy3,Enemy8",0,1768,2563,439,517,20,9,5,6,9.28E+10,6,TRUE,1,1,4,1.080,15,5.57E+11
9999,128,Area4,TRUE,"Enemy4,Enemy5,Enemy6",0,1770,2567,440,518,20,9,5,6,8.21E+10,7,TRUE,1,1,4,1.080,15,5.75E+11
9999,129,Area1,TRUE,"Enemy3,Enemy4,Enemy8",0,1772,2571,440,519,20,9,5,6,9.91E+10,6,TRUE,1,1,4,1.080,20,5.95E+11
9999,130,Area2,TRUE,"Enemy2,Enemy3,Enemy4",0,1774,2575,441,520,20,9,5,6,1.03E+11,6,TRUE,1,1,4,1.080,25,6.15E+11
9999,131,Area3,TRUE,"Enemy4,Enemy5,Enemy8",0,1776,2579,442,521,20,9,5,6,9.11E+10,7,TRUE,1,1,4,1.080,20,6.38E+11
9999,132,Area4,TRUE,"Enemy1,Enemy7,Enemy8",0,1778,2583,443,522,20,9,5,6,8.26E+10,8,TRUE,1,1,4,1.080,50,6.61E+11
9999,133,Area1,TRUE,"Enemy5,Enemy6,Enemy7",0,1780,2587,443,523,20,9,5,6,9.80E+10,7,TRUE,1,1,4,1.080,15,6.86E+11
9999,134,Area2,TRUE,"Enemy3,Enemy4,Enemy7",0,1782,2591,444,524,20,9,5,6,1.02E+11,7,TRUE,1,1,4,1.080,15,7.12E+11
9999,135,Area3,TRUE,"Enemy4,Enemy7,Enemy8",0,1784,2595,445,525,20,9,5,6,1.23E+11,6,TRUE,1,1,4,1.080,20,7.39E+11
9999,136,Area4,TRUE,"Enemy3,Enemy5,Enemy7",0,1786,2599,446,526,20,9,5,6,9.59E+10,8,TRUE,1,1,4,1.080,25,7.67E+11
9999,137,Area1,TRUE,"Enemy1,Enemy4,Enemy6",0,1788,2603,446,527,20,9,5,6,9.96E+10,8,TRUE,1,1,4,1.080,20,7.97E+11
9999,138,Area2,TRUE,"Enemy3,Enemy5,Enemy8",0,1790,2607,447,528,20,9,5,6,1.38E+11,6,TRUE,1,1,4,1.080,50,8.27E+11
9999,139,Area3,TRUE,"Enemy2,Enemy4,Enemy6",0,1792,2611,448,529,20,9,5,6,1.72E+11,5,TRUE,1,1,4,1.080,15,8.58E+11
9999,140,Area4,TRUE,"Enemy5,Enemy6,Enemy7",0,1794,2615,449,530,20,9,5,6,1.48E+11,6,TRUE,1,1,4,1.080,15,8.91E+11
9999,141,Area1,TRUE,"Enemy1,Enemy5,Enemy8",0,1796,2619,449,531,20,9,5,6,1.32E+11,7,TRUE,1,1,4,1.080,20,9.25E+11
9999,142,Area2,TRUE,"Enemy3,Enemy4,Enemy6",0,1798,2623,450,532,20,9,5,6,1.60E+11,6,TRUE,1,1,4,1.080,25,9.60E+11
9999,143,Area3,TRUE,"Enemy3,Enemy7,Enemy8",0,1800,2627,451,533,20,9,5,6,1.66E+11,6,TRUE,1,1,4,1.080,20,9.96E+11
9999,144,Area4,TRUE,"Enemy2,Enemy4,Enemy5",0,1802,2631,452,534,20,9,5,6,2.07E+11,5,TRUE,1,1,4,1.080,50,1.03E+12
9999,145,Area1,TRUE,"Enemy1,Enemy3,Enemy5",0,1804,2635,452,535,20,9,5,6,1.53E+11,7,TRUE,1,1,4,1.080,15,1.07E+12
9999,146,Area2,TRUE,"Enemy1,Enemy5,Enemy7",0,1806,2639,453,536,20,9,5,6,1.59E+11,7,TRUE,1,1,4,1.080,15,1.11E+12
9999,147,Area3,TRUE,"Enemy2,Enemy3,Enemy7",0,1808,2643,454,537,20,9,5,6,1.93E+11,6,TRUE,1,1,4,1.080,20,1.16E+12
9999,148,Area4,TRUE,"Enemy1,Enemy2,Enemy5",0,1810,2647,455,538,20,9,5,6,1.50E+11,8,TRUE,1,1,4,1.080,25,1.20E+12
9999,149,Area1,TRUE,"Enemy2,Enemy5,Enemy6",0,1812,2651,455,539,20,9,5,6,2.08E+11,6,TRUE,1,1,4,1.080,20,1.25E+12
9999,150,Area2,TRUE,"Enemy1,Enemy2,Enemy3",0,1814,2655,456,540,20,9,5,6,2.16E+11,6,TRUE,1,1,4,1.080,50,1.29E+12
9999,151,Area3,TRUE,"Enemy1,Enemy2,Enemy5",0,1816,2659,457,541,20,9,5,6,1.68E+11,8,TRUE,1,1,4,1.080,15,1.34E+12
9999,152,Area4,TRUE,"Enemy1,Enemy4,Enemy6",0,1818,2663,458,542,20,9,5,6,1.99E+11,7,TRUE,1,1,4,1.080,15,1.39E+12
9999,153,Area1,TRUE,"Enemy1,Enemy6,Enemy7",0,1820,2667,458,543,20,9,5,6,1.81E+11,8,TRUE,1,1,4,1.080,20,1.45E+12
9999,154,Area2,TRUE,"Enemy2,Enemy3,Enemy7",0,1822,2671,459,544,20,9,5,6,2.15E+11,7,TRUE,1,1,4,1.080,25,1.50E+12
9999,155,Area3,TRUE,"Enemy1,Enemy5,Enemy6",0,1824,2675,460,545,20,9,5,6,2.60E+11,6,TRUE,1,1,4,1.080,20,1.56E+12
9999,156,Area4,TRUE,"Enemy3,Enemy6,Enemy7",0,1826,2679,461,546,20,9,5,6,3.24E+11,5,TRUE,1,1,4,1.080,50,1.62E+12
9999,157,Area1,TRUE,"Enemy2,Enemy4,Enemy8",0,1828,2683,461,547,20,9,5,6,2.80E+11,6,TRUE,1,1,4,1.080,15,1.68E+12
9999,158,Area2,TRUE,"Enemy2,Enemy6,Enemy7",0,1830,2687,462,548,20,9,5,6,2.91E+11,6,TRUE,1,1,4,1.080,15,1.74E+12
