TierID,LevelID,AreaID,Enabled,EnemyIDs,TicketCost,XPClanReward,XPPlayerReward,WildCardPlayerReward,CardPlayerReward,ScrollPlayerReward,FortuneScrollPlayerReward,HolidayCurrencyPerAttack,AttacksPerReset,BaseHP,TitanCount,HasArmor,AreaBonuses,EnemyBonuses,EnchantedArmour,BattleScarEffect,BucketsOfDamage,TotalHP
2,1,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,116,165,120,80,4,2,5,4,6.43E+06,4,TRUE,0,0,0,1,0,2.57E+07
2,2,Area4,TRUE,"Enemy1,Enemy3,Enemy6",0,126,175,122,82,4,2,5,4,6.58E+06,5,TRUE,0,0,0,1,0,3.29E+07
2,3,Area3,TRUE,"Enemy3,Enemy4,Enemy6",0,130,185,123,83,4,2,5,4,1.05E+07,4,TRUE,0,0,0,1,0,4.21E+07
2,4,Area2,TRUE,"Enemy1,Enemy4,Enemy6",0,134,195,124,85,4,2,5,4,1.08E+07,5,TRUE,0,0,0,1,0,5.39E+07
2,5,Area4,TRUE,"Enemy2,Enemy3,Enemy4",0,138,205,125,86,4,2,5,4,1.37E+07,5,TRUE,0,0,0,1,0,6.87E+07
2,6,Area1,TRUE,"Enemy3,Enemy5,Enemy6",0,142,215,126,88,4,2,5,4,1.47E+07,6,TRUE,0,0,0,1,0,8.80E+07
2,7,Area3,TRUE,"Enemy2,Enemy4,Enemy6",0,146,225,128,90,5,2,5,4,1.57E+07,7,TRUE,0,0,0,1,0,1.10E+08
2,8,Area4,TRUE,"Enemy2,Enemy3,Enemy5",0,150,235,129,91,5,2,5,4,1.73E+07,8,TRUE,0,0,0,1,0,1.38E+08
2,9,Area1,TRUE,"Enemy1,Enemy3,Enemy5",0,154,245,130,93,5,2,5,4,2.47E+07,7,TRUE,0,0,0,1,0,1.73E+08
2,10,AreaSpecial1,TRUE,"Enemy1,Enemy2,Enemy3",0,160,255,131,94,5,2,5,4,3.58E+07,6,TRUE,0,0,0,1,0,2.15E+08
2,11,Area3,TRUE,"Enemy1,Enemy3,Enemy7",0,164,265,132,96,6,2,5,4,3.39E+07,7,TRUE,0,0,0,1,0,2.37E+08
2,12,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,170,275,134,98,6,2,5,4,6.50E+07,4,TRUE,0,0,0,1,0,2.60E+08
2,13,Area3,TRUE,"Enemy1,Enemy2,Enemy5",0,174,285,135,99,6,2,5,4,7.33E+07,4,TRUE,0,0,0,1,0,2.93E+08
2,14,Area4,TRUE,"Enemy1,Enemy2,Enemy4",0,180,295,136,101,6,3,5,4,6.54E+07,5,TRUE,0,0,0,1,0,3.27E+08
2,15,Area3,TRUE,"Enemy3,Enemy6,Enemy7",0,186,305,137,102,6,3,5,4,5.78E+07,6,TRUE,0,0,0,1,0,3.47E+08
2,16,Area1,TRUE,"Enemy2,Enemy3,Enemy7",0,190,315,138,104,6,3,5,4,7.22E+07,5,TRUE,0,0,0,1,0,3.61E+08
2,17,Area2,TRUE,"Enemy2,Enemy5,Enemy6",0,196,325,140,106,6,3,5,4,7.50E+07,5,TRUE,0,0,0,1,0,3.75E+08
2,18,Area4,TRUE,"Enemy4,Enemy5,Enemy7",0,202,335,141,107,7,3,5,4,1.30E+08,3,TRUE,0,0,0,1,0,3.90E+08
2,19,Area2,TRUE,"Enemy1,Enemy6,Enemy7",0,208,345,142,109,7,3,5,4,8.28E+07,5,TRUE,0,0,0,1,0,4.14E+08
2,20,AreaSpecial1,TRUE,"Enemy4,Enemy5,Enemy6",0,214,355,143,110,8,3,5,4,7.80E+07,6,TRUE,0,0,0,1,0,4.68E+08
3,1,Area1,TRUE,"Enemy1,Enemy4,Enemy8",0,220,365,144,112,8,3,5,4,1.13E+08,4,TRUE,1,1,0,1,0,4.53E+08
3,2,Area4,TRUE,"Enemy3,Enemy5,Enemy6",0,226,375,146,114,8,3,5,4,9.14E+07,5,TRUE,1,1,0,1,0,4.57E+08
3,3,Area3,TRUE,"Enemy3,Enemy7,Enemy8",0,232,385,147,115,8,3,5,4,1.16E+08,4,TRUE,1,1,0,1,0,4.65E+08
3,4,Area2,TRUE,"Enemy2,Enemy4,Enemy5",0,238,395,148,117,8,3,5,4,9.54E+07,5,TRUE,1,1,0,1,0,4.77E+08
3,5,Area4,TRUE,"Enemy1,Enemy3,Enemy5",0,244,405,149,118,8,3,5,4,9.86E+07,5,TRUE,1,1,0,1,0,4.93E+08
3,6,Area1,TRUE,"Enemy1,Enemy5,Enemy7",0,250,415,150,120,8,3,5,4,8.55E+07,6,TRUE,1,1,0,1,0,5.13E+08
3,7,Area3,TRUE,"Enemy2,Enemy5,Enemy7",0,256,425,152,122,8,4,5,4,7.66E+07,7,TRUE,1,1,0,1,0,5.36E+08
3,8,Area4,TRUE,"Enemy1,Enemy2,Enemy3",0,262,435,153,123,8,4,5,4,7.03E+07,8,TRUE,1,1,0,1,0,5.62E+08
3,9,Area1,TRUE,"Enemy2,Enemy5,Enemy6",0,268,445,154,125,8,4,5,4,9.85E+07,6,TRUE,1,1,0,1,0,5.91E+08
3,10,AreaSpecial1,TRUE,"Enemy1,Enemy7,Enemy8",0,274,455,155,126,8,4,5,4,7.80E+07,8,TRUE,1,1,0,1,0,6.24E+08
3,11,Area1,TRUE,"Enemy1,Enemy2,Enemy6",0,280,465,156,128,8,4,5,4,2.20E+08,3,TRUE,1,1,0,1,0,6.59E+08
3,12,Area4,TRUE,"Enemy1,Enemy4,Enemy5",0,286,475,158,130,8,4,5,4,1.75E+08,4,TRUE,1,1,0,1,0,6.98E+08
3,13,Area3,TRUE,"Enemy1,Enemy6,Enemy7",0,292,485,159,131,9,4,5,4,1.48E+08,5,TRUE,1,1,0,1,0,7.39E+08
3,14,Area2,TRUE,"Enemy2,Enemy3,Enemy7",0,298,495,160,133,9,4,5,4,1.31E+08,6,TRUE,1,1,0,1,0,7.84E+08
3,15,Area4,TRUE,"Enemy1,Enemy5,Enemy6",0,304,505,161,134,9,4,5,4,2.08E+08,4,TRUE,1,1,0,1,0,8.31E+08
3,16,Area1,TRUE,"Enemy3,Enemy6,Enemy7",0,310,515,162,136,9,4,5,4,1.76E+08,5,TRUE,1,1,0,1,0,8.81E+08
3,17,Area3,TRUE,"Enemy2,Enemy4,Enemy8",0,316,525,164,138,9,4,5,4,3.11E+08,3,TRUE,1,1,0,1,0,9.33E+08
3,18,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,322,535,165,139,9,4,5,4,2.47E+08,4,TRUE,1,1,0,1,0,9.88E+08
3,19,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,328,545,166,141,10,4,5,4,1.31E+08,8,TRUE,1,1,0,1,0,1.05E+09
3,20,AreaSpecial1,TRUE,"Enemy2,Enemy3,Enemy4",0,334,555,167,142,10,4,5,4,1.85E+08,6,TRUE,1,1,0,1,0,1.11E+09
3,21,Area3,TRUE,"Enemy1,Enemy3,Enemy8",0,340,565,168,144,10,4,5,4,1.67E+08,7,TRUE,1,1,0,1,0,1.17E+09
3,22,Area4,TRUE,"Enemy4,Enemy6,Enemy7",0,346,575,170,146,10,4,5,4,3.10E+08,4,TRUE,1,1,0,1,0,1.24E+09
3,23,Area3,TRUE,"Enemy6,Enemy7,Enemy8",0,352,585,171,147,10,4,5,4,3.25E+08,4,TRUE,1,1,0,1,0,1.30E+09
3,24,Area4,TRUE,"Enemy1,Enemy2,Enemy7",0,358,595,172,149,10,4,5,4,2.76E+08,5,TRUE,1,1,0,1,0,1.38E+09
3,25,Area3,TRUE,"Enemy2,Enemy7,Enemy8",0,364,605,173,150,10,5,5,4,2.42E+08,6,TRUE,1,1,0,1,0,1.45E+09
3,26,Area1,TRUE,"Enemy1,Enemy2,Enemy5",0,370,615,174,152,10,5,5,4,5.07E+08,3,TRUE,1,1,0,1,0,1.52E+09
3,27,Area2,TRUE,"Enemy2,Enemy3,Enemy6",0,376,625,176,154,10,5,5,4,3.20E+08,5,TRUE,1,1,0,1,0,1.60E+09
3,28,Area4,TRUE,"Enemy5,Enemy7,Enemy8",0,382,635,177,155,10,5,5,4,2.10E+08,8,TRUE,1,1,0,1,0,1.68E+09
3,29,Area2,TRUE,"Enemy2,Enemy5,Enemy8",0,388,645,178,157,10,5,5,4,3.54E+08,5,TRUE,1,1,0,1,0,1.77E+09
3,30,AreaSpecial1,TRUE,"Enemy5,Enemy6,Enemy7",0,394,655,179,158,11,5,5,4,3.08E+08,6,TRUE,1,1,0,1,0,1.85E+09
4,1,Area1,TRUE,"Enemy1,Enemy4,Enemy8",0,408,673,181,161,12,5,5,5,6.04E+08,3,TRUE,1,1,2,1,0,1.81E+09
4,2,Area4,TRUE,"Enemy3,Enemy5,Enemy6",0,422,690,183,164,12,5,5,5,3.75E+08,5,TRUE,1,1,2,1,0,1.88E+09
4,3,Area3,TRUE,"Enemy3,Enemy7,Enemy8",0,436,708,186,166,12,5,5,5,3.24E+08,6,TRUE,1,1,2,1,0,1.94E+09
4,4,Area2,TRUE,"Enemy2,Enemy4,Enemy5",0,450,725,188,169,12,6,5,5,4.03E+08,5,TRUE,1,1,2,1,0,2.01E+09
4,5,Area4,TRUE,"Enemy1,Enemy3,Enemy5",0,464,743,190,172,12,6,5,5,5.22E+08,4,TRUE,1,1,2,1,0,2.09E+09
4,6,Area1,TRUE,"Enemy1,Enemy5,Enemy7",0,478,760,192,175,12,6,5,5,3.09E+08,7,TRUE,1,1,2,1,0,2.16E+09
4,7,Area3,TRUE,"Enemy2,Enemy5,Enemy7",0,492,778,194,178,12,6,5,5,3.74E+08,6,TRUE,1,1,2,1,0,2.25E+09
4,8,Area4,TRUE,"Enemy1,Enemy2,Enemy3",0,506,795,196,180,12,6,5,5,2.91E+08,8,TRUE,1,1,2,1,0,2.33E+09
4,9,Area1,TRUE,"Enemy2,Enemy5,Enemy6",0,520,813,198,183,12,6,5,5,4.84E+08,5,TRUE,1,1,2,1,0,2.42E+09
4,10,AreaSpecial1,TRUE,"Enemy1,Enemy2,Enemy3",0,534,830,200,186,13,6,5,5,4.19E+08,6,TRUE,1,1,2,1,0,2.52E+09
4,11,Area1,TRUE,"Enemy1,Enemy2,Enemy6",0,548,848,202,189,13,6,5,5,3.27E+08,8,TRUE,1,1,2,1,0,2.62E+09
4,12,Area4,TRUE,"Enemy1,Enemy4,Enemy5",0,562,865,204,192,13,6,5,5,5.44E+08,5,TRUE,1,1,2,1,0,2.72E+09
4,13,Area3,TRUE,"Enemy1,Enemy6,Enemy7",0,576,883,207,194,13,6,5,5,7.08E+08,4,TRUE,1,1,2,1,0,2.83E+09
4,14,Area2,TRUE,"Enemy2,Enemy3,Enemy7",0,590,900,209,197,13,6,5,5,4.21E+08,7,TRUE,1,1,2,1,0,2.95E+09
4,15,Area4,TRUE,"Enemy1,Enemy5,Enemy6",0,604,918,211,200,13,6,5,5,6.14E+08,5,TRUE,1,1,2,1,0,3.07E+09
4,16,Area1,TRUE,"Enemy3,Enemy6,Enemy7",0,618,935,213,203,13,6,5,5,6.40E+08,5,TRUE,1,1,2,1,0,3.20E+09
4,17,Area3,TRUE,"Enemy2,Enemy4,Enemy8",0,632,953,215,206,14,6,5,5,5.56E+08,6,TRUE,1,1,2,1,0,3.34E+09
4,18,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,646,970,217,208,14,6,5,5,8.70E+08,4,TRUE,1,1,3,1,0,3.48E+09
4,19,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,660,988,219,211,14,6,5,5,7.27E+08,5,TRUE,1,1,3,1,0,3.63E+09
4,20,AreaSpecial1,TRUE,"Enemy4,Enemy5,Enemy6",0,674,1005,221,214,14,6,5,5,6.32E+08,6,TRUE,1,1,3,1,0,3.79E+09
4,21,Area3,TRUE,"Enemy1,Enemy3,Enemy8",0,688,1023,223,217,14,6,5,5,6.61E+08,6,TRUE,1,1,3,1,0,3.96E+09
4,22,Area4,TRUE,"Enemy4,Enemy6,Enemy7",0,702,1040,225,220,14,6,5,5,5.18E+08,8,TRUE,1,1,3,1,0,4.14E+09
4,23,Area3,TRUE,"Enemy6,Enemy7,Enemy8",0,716,1058,228,222,14,6,5,5,8.66E+08,5,TRUE,1,1,3,1,0,4.33E+09
4,24,Area4,TRUE,"Enemy1,Enemy2,Enemy7",0,730,1075,230,225,14,7,5,5,1.13E+09,4,TRUE,1,1,3,1,0,4.53E+09
4,25,Area3,TRUE,"Enemy2,Enemy7,Enemy8",0,744,1093,232,228,14,7,5,5,5.93E+08,8,TRUE,1,1,3,1,0,4.75E+09
4,26,Area1,TRUE,"Enemy1,Enemy2,Enemy5",0,758,1110,234,231,14,7,5,5,7.10E+08,7,TRUE,1,1,3,1,0,4.97E+09
4,27,Area2,TRUE,"Enemy2,Enemy3,Enemy6",0,772,1128,236,234,14,7,5,5,8.68E+08,6,TRUE,1,1,3,1,0,5.21E+09
4,28,Area4,TRUE,"Enemy5,Enemy7,Enemy8",0,786,1145,238,236,14,7,5,5,1.09E+09,5,TRUE,1,1,3,1,0,5.46E+09
4,29,Area2,TRUE,"Enemy2,Enemy5,Enemy8",0,800,1163,240,239,14,7,5,5,8.18E+08,7,TRUE,1,1,3,1,0,5.73E+09
4,30,AreaSpecial1,TRUE,"Enemy1,Enemy7,Enemy8",0,814,1180,242,242,15,7,5,5,1.00E+09,6,TRUE,1,1,3,1,0,6.01E+09
4,31,Area1,TRUE,"Enemy1,Enemy3,Enemy4",0,828,1198,244,245,15,7,5,5,7.89E+08,8,TRUE,1,1,4,1,0,6.31E+09
4,32,Area4,TRUE,"Enemy2,Enemy3,Enemy8",0,842,1215,246,248,15,7,5,5,1.33E+09,5,TRUE,1,1,4,1,0,6.63E+09
4,33,Area3,TRUE,"Enemy3,Enemy4,Enemy5",0,856,1233,249,250,15,7,5,5,1.74E+09,4,TRUE,1,1,4,1,0,6.96E+09
4,34,Area2,TRUE,"Enemy1,Enemy5,Enemy8",0,870,1250,251,253,15,7,5,5,1.05E+09,7,TRUE,1,1,4,1,0,7.32E+09
4,35,Area4,TRUE,"Enemy3,Enemy6,Enemy8",0,884,1268,253,256,15,7,5,5,1.54E+09,5,TRUE,1,1,4,1,0,7.70E+09
4,36,Area1,TRUE,"Enemy4,Enemy6,Enemy8",0,898,1285,255,259,15,7,5,5,1.62E+09,5,TRUE,1,1,4,1,0,8.11E+09
4,37,Area3,TRUE,"Enemy2,Enemy3,Enemy5",0,912,1303,257,262,16,7,5,5,1.42E+09,6,TRUE,1,1,4,1,0,8.54E+09
4,38,Area4,TRUE,"Enemy4,Enemy5,Enemy6",0,926,1320,259,264,16,7,5,5,2.25E+09,4,TRUE,1,1,4,1,0,8.99E+09
4,39,Area1,TRUE,"Enemy3,Enemy4,Enemy8",0,940,1338,261,267,16,7,5,5,1.90E+09,5,TRUE,1,1,4,1,0,9.48E+09
4,40,AreaSpecial1,TRUE,"Enemy2,Enemy3,Enemy4",0,954,1355,263,270,16,7,5,5,1.67E+09,6,TRUE,1,1,4,1,0,1.00E+10
5,1,Area1,TRUE,"Enemy1,Enemy4,Enemy8",0,968,1372,265,273,17,7,5,5,3.27E+09,3,TRUE,1,1,4,1.030,10,9.80E+09
5,2,Area4,TRUE,"Enemy3,Enemy5,Enemy6",0,982,1390,267,276,17,7,5,5,2.03E+09,5,TRUE,1,1,4,1.032,15,1.01E+10
5,3,Area3,TRUE,"Enemy3,Enemy7,Enemy8",0,996,1407,269,279,17,7,5,5,1.75E+09,6,TRUE,1,1,4,1.034,20,1.05E+10
5,4,Area2,TRUE,"Enemy2,Enemy4,Enemy5",0,1010,1425,271,282,17,7,5,5,2.18E+09,5,TRUE,1,1,4,1.036,25,1.09E+10
5,5,Area4,TRUE,"Enemy1,Enemy3,Enemy5",0,1024,1442,273,285,17,7,5,5,2.82E+09,4,TRUE,1,1,4,1.038,20,1.13E+10
5,6,Area1,TRUE,"Enemy1,Enemy5,Enemy7",0,1038,1460,275,288,17,7,5,5,1.67E+09,7,TRUE,1,1,4,1.040,50,1.17E+10
5,7,Area3,TRUE,"Enemy2,Enemy5,Enemy7",0,1052,1477,277,291,17,7,5,5,2.03E+09,6,TRUE,1,1,4,1.042,10,1.22E+10
5,8,Area4,TRUE,"Enemy1,Enemy2,Enemy3",0,1066,1495,279,294,17,7,5,5,1.58E+09,8,TRUE,1,1,4,1.044,15,1.26E+10
5,9,Area1,TRUE,"Enemy2,Enemy5,Enemy6",0,1080,1512,281,297,17,7,5,5,2.63E+09,5,TRUE,1,1,4,1.046,20,1.31E+10
5,10,AreaSpecial1,TRUE,"Enemy1,Enemy2,Enemy3",0,1094,1530,283,300,17,7,5,5,2.27E+09,6,TRUE,1,1,4,1.048,25,1.36E+10
5,11,Area1,TRUE,"Enemy1,Enemy2,Enemy6",0,1108,1547,285,303,17,7,5,5,1.77E+09,8,TRUE,1,1,4,1.050,20,1.42E+10
5,12,Area4,TRUE,"Enemy1,Enemy4,Enemy5",0,1122,1565,287,306,17,7,5,5,2.95E+09,5,TRUE,1,1,4,1.052,50,1.48E+10
5,13,Area3,TRUE,"Enemy1,Enemy6,Enemy7",0,1136,1582,289,309,18,7,5,5,3.85E+09,4,TRUE,1,1,4,1.054,10,1.54E+10
5,14,Area2,TRUE,"Enemy2,Enemy3,Enemy7",0,1150,1600,291,312,18,7,5,5,2.29E+09,7,TRUE,1,1,4,1.056,15,1.60E+10
5,15,Area4,TRUE,"Enemy1,Enemy5,Enemy6",0,1164,1617,293,315,18,7,5,5,3.34E+09,5,TRUE,1,1,4,1.058,20,1.67E+10
5,16,Area1,TRUE,"Enemy3,Enemy6,Enemy7",0,1178,1635,295,318,18,7,5,5,3.48E+09,5,TRUE,1,1,4,1.060,25,1.74E+10
5,17,Area3,TRUE,"Enemy2,Enemy4,Enemy8",0,1192,1652,297,321,18,7,5,5,3.03E+09,6,TRUE,1,1,4,1.062,20,1.82E+10
5,18,Area4,TRUE,"Enemy2,Enemy6,Enemy7",0,1206,1670,299,324,18,7,5,5,4.74E+09,4,TRUE,1,1,4,1.064,50,1.90E+10
5,19,Area1,TRUE,"Enemy1,Enemy2,Enemy4",0,1220,1687,301,327,18,7,5,5,3.96E+09,5,TRUE,1,1,4,1.066,10,1.98E+10
5,20,AreaSpecial1,TRUE,"Enemy4,Enemy5,Enemy6",0,1234,1705,303,330,18,7,5,5,3.45E+09,6,TRUE,1,1,4,1.068,15,2.07E+10
5,21,Area3,TRUE,"Enemy1,Enemy3,Enemy8",0,1248,1722,305,333,18,7,5,5,3.60E+09,6,TRUE,1,1,4,1.070,20,2.16E+10
5,22,Area4,TRUE,"Enemy4,Enemy6,Enemy7",0,1262,1740,307,336,19,7,5,5,2.83E+09,8,TRUE,1,1,4,1.072,25,2.26E+10
5,23,Area3,TRUE,"Enemy6,Enemy7,Enemy8",0,1276,1757,309,339,19,7,5,5,4.73E+09,5,TRUE,1,1,4,1.074,20,2.37E+10
5,24,Area4,TRUE,"Enemy1,Enemy2,Enemy7",0,1290,1775,311,342,19,7,5,5,6.19E+09,4,TRUE,1,1,4,1.076,50,2.48E+10
5,25,Area3,TRUE,"Enemy2,Enemy7,Enemy8",0,1304,1792,313,345,19,7,5,5,3.24E+09,8,TRUE,1,1,4,1.078,10,2.59E+10
5,26,Area1,TRUE,"Enemy1,Enemy2,Enemy5",0,1318,1810,315,348,19,7,5,5,3.88E+09,7,TRUE,1,1,4,1.080,15,2.72E+10
5,27,Area2,TRUE,"Enemy2,Enemy3,Enemy6",0,1332,1827,317,351,19,7,5,5,4.75E+09,6,TRUE,1,1,4,1.080,20,2.85E+10
5,28,Area4,TRUE,"Enemy5,Enemy7,Enemy8",0,1346,1845,319,354,19,7,5,5,5.98E+09,5,TRUE,1,1,4,1.080,25,2.99E+10
5,29,Area2,TRUE,"Enemy2,Enemy5,Enemy8",0,1360,1862,321,357,20,7,5,5,4.48E+09,7,TRUE,1,1,4,1.080,20,3.14E+10
5,30,AreaSpecial1,TRUE,"Enemy1,Enemy7,Enemy8",0,1374,1880,323,360,20,8,5,5,5.49E+09,6,TRUE,1,1,4,1.080,50,3.29E+10
5,31,Area1,TRUE,"Enemy1,Enemy3,Enemy4",0,1388,1897,325,363,20,8,5,5,4.32E+09,8,TRUE,1,1,4,1.080,10,3.46E+10
5,32,Area4,TRUE,"Enemy2,Enemy3,Enemy8",0,1402,1915,327,366,20,8,5,5,7.27E+09,5,TRUE,1,1,4,1.080,15,3.63E+10
5,33,Area3,TRUE,"Enemy3,Enemy4,Enemy5",0,1416,1932,329,369,20,8,5,5,9.55E+09,4,TRUE,1,1,4,1.080,20,3.82E+10
5,34,Area2,TRUE,"Enemy1,Enemy5,Enemy8",0,1430,1950,331,372,20,8,5,5,5.74E+09,7,TRUE,1,1,4,1.080,25,4.02E+10
5,35,Area4,TRUE,"Enemy3,Enemy6,Enemy8",0,1444,1967,333,375,20,8,5,5,8.46E+09,5,TRUE,1,1,4,1.080,20,4.23E+10
5,36,Area1,TRUE,"Enemy4,Enemy6,Enemy8",0,1458,1985,335,378,20,8,5,5,8.91E+09,5,TRUE,1,1,4,1.080,50,4.46E+10
5,37,Area3,TRUE,"Enemy2,Enemy3,Enemy5",0,1472,2002,337,381,20,8,5,5,7.82E+09,6,TRUE,1,1,4,1.080,10,4.69E+10
5,38,Area4,TRUE,"Enemy4,Enemy5,Enemy6",0,1486,2020,339,384,20,8,5,5,1.24E+10,4,TRUE,1,1,4,1.080,15,4.95E+10
5,39,Area1,TRUE,"Enemy3,Enemy4,Enemy8",0,1500,2037,341,387,20,8,5,5,1.04E+10,5,TRUE,1,1,4,1.080,20,5.22E+10
5,40,AreaSpecial1,TRUE,"Enemy2,Enemy3,Enemy4",0,1514,2055,343,390,20,8,5,5,9.17E+09,6,TRUE,1,1,4,1.080,25,5.50E+10
