AttackNumber,Time,TargetPartID,DurationActive,WarningDuration
8,2.5,RightFinger,0.5,0.4
8,2,Chest,0.5,0.4
8,1.5,Head,0.5,0.4
8,1,Chest,0.5,0.4
8,0.5,LeftLeg,0.5,0.4
9,29,Chest,3,1
9,26.5,Head,0.33,2
9,26.335,RightArm,0.33,0.33
9,26.17,RightFinger,0.33,0.33
9,26.005,RightLeg,0.33,0.33
9,25.84,LeftLeg,0.33,0.33
9,25.675,LeftFinger,0.33,0.33
9,25.51,LeftArm,0.33,0.33
9,25.345,Head,0.33,0.33
9,25.18,Chest,3,0.33
9,22.68,RightLeg,0.33,2
9,22.515,RightFinger,0.33,0.3
9,22.35,RightArm,0.33,0.27
9,22.185,Head,0.33,0.24
9,22.02,Chest,0.33,0.21
9,21.855,RightLeg,0.33,0.18
9,21.69,RightFinger,0.33,0.15
9,21.525,RightArm,0.33,0.15
9,21.36,Head,0.33,0.15
9,21.195,Chest,3,0.15
9,19.195,RightArm,1,0.5
9,18.195,RightFinger,0.9333333333,0.5
9,17.26166667,RightLeg,0.8666666667,0.5
9,16.395,Chest,0.8,0.5
9,15.595,LeftArm,0.74,0.5
9,14.855,LeftFinger,0.68,0.5
9,14.175,LeftLeg,0.62,0.5
9,13.555,Chest,0.5666666667,0.5
9,12.98833333,RightArm,0.5133333333,0.5
9,12.475,RightFinger,0.4733333333,0.5
9,12.00166667,RightLeg,0.4333333333,0.5
9,11.56833333,LeftLeg,0.4,0.5
9,11.16833333,LeftFinger,0.3666666667,0.5
9,10.80166667,LeftArm,0.3333333333,0.5
9,10.46833333,Head,0.32,0.5
9,10.14833333,RightArm,0.3066666667,0.5
9,9.841666667,Chest,0.2933333333,0.5
9,9.548333333,LeftLeg,0.28,0.5
9,9.268333333,LeftFinger,0.2666666667,0.5
9,9.001666667,LeftArm,0.2666666667,0.5
9,8.735,Chest,0.2666666667,0.5
9,8.468333333,RightLeg,0.2666666667,0.5
9,8.201666667,RightFinger,0.2666666667,0.5
9,7.935,RightArm,0.2666666667,0.5
9,7.668333333,Chest,0.2666666667,0.5
9,7.401666667,LeftLeg,0.2666666667,0.5
9,7.135,LeftFinger,0.2666666667,0.5
9,6.868333333,LeftArm,0.2666666667,0.5
9,6.601666667,Head,0.2666666667,0.5
9,6.335,RightArm,0.2666666667,0.5
9,6.068333333,RightFinger,0.2666666667,0.5
9,5.801666667,RightLeg,0.2666666667,0.5
9,5.535,LeftLeg,0.2666666667,0.5
9,5.268333333,Chest,0.2666666667,0.5
9,5.001666667,RightArm,0.2666666667,0.5
9,4.735,RightFinger,0.2666666667,0.5
9,4.468333333,RightLeg,0.2666666667,0.5
9,4.201666667,Chest,0.2666666667,0.5
9,3.935,LeftArm,0.2666666667,0.5
9,3.668333333,LeftFinger,0.2666666667,0.5
9,3.401666667,LeftLeg,0.2666666667,0.5
9,3.135,Chest,0.2666666667,0.5
9,2.868333333,RightArm,0.2666666667,0.5
9,2.601666667,RightFinger,0.2666666667,0.5
9,2.335,RightLeg,0.2666666667,0.5
9,2.068333333,LeftLeg,0.2666666667,0.5
9,1.801666667,LeftFinger,0.2666666667,0.5
9,1.535,LeftArm,0.2666666667,0.5
9,1.268333333,Head,0.2666666667,0.5
9,1.001666667,RightArm,0.2666666667,0.5
9,0.735,Chest,0.2666666667,0.5
9,0.4683333333,LeftLeg,0.2666666667,0.5
9,0.2016666667,LeftFinger,0.2016666667,0.5
10,29,Chest,3,1
10,26.5,Head,0.33,2
10,26.335,RightArm,0.33,0.33
10,26.17,RightFinger,0.33,0.33
10,26.005,RightLeg,0.33,0.33
10,25.84,LeftLeg,0.33,0.33
10,25.675,LeftFinger,0.33,0.33
10,25.51,LeftArm,0.33,0.33
10,25.345,Head,0.33,0.33
10,25.18,Chest,3,0.33
10,22.68,RightLeg,0.33,2
10,22.515,RightFinger,0.33,0.3
10,22.35,RightArm,0.33,0.27
10,22.185,Head,0.33,0.24
10,22.02,Chest,0.33,0.21
10,21.855,RightLeg,0.33,0.18
10,21.69,RightFinger,0.33,0.15
10,21.525,RightArm,0.33,0.15
10,21.36,Head,0.33,0.15
10,21.195,Chest,3,0.15
10,19.195,RightArm,1,0.5
10,18.195,RightFinger,0.9333333333,0.5
10,17.26166667,RightLeg,0.8666666667,0.5
10,16.395,Chest,0.8,0.5
10,15.595,LeftArm,0.74,0.5
10,14.855,LeftFinger,0.68,0.5
10,14.175,LeftLeg,0.62,0.5
10,13.555,Chest,0.5666666667,0.5
10,12.98833333,RightArm,0.5133333333,0.5
10,12.475,RightFinger,0.4733333333,0.5
10,12.00166667,RightLeg,0.4333333333,0.5
10,11.56833333,LeftLeg,0.4,0.5
10,11.16833333,LeftFinger,0.3666666667,0.5
10,10.80166667,LeftArm,0.3333333333,0.5
10,10.46833333,Head,0.32,0.5
10,10.14833333,RightArm,0.3066666667,0.5
10,9.841666667,Chest,0.2933333333,0.5
10,9.548333333,LeftLeg,0.28,0.5
10,9.268333333,LeftFinger,0.2666666667,0.5
10,9.001666667,LeftArm,0.2666666667,0.5
10,8.735,Chest,0.2666666667,0.5
10,8.468333333,RightLeg,0.2666666667,0.5
10,8.201666667,RightFinger,0.2666666667,0.5
10,7.935,RightArm,0.2666666667,0.5
10,7.668333333,Chest,0.2666666667,0.5
10,7.401666667,LeftLeg,0.2666666667,0.5
10,7.135,LeftFinger,0.2666666667,0.5
10,6.868333333,LeftArm,0.2666666667,0.5
10,6.601666667,Head,0.2666666667,0.5
10,6.335,RightArm,0.2666666667,0.5
10,6.068333333,RightFinger,0.2666666667,0.5
10,5.801666667,RightLeg,0.2666666667,0.5
10,5.535,LeftLeg,0.2666666667,0.5
10,5.268333333,Chest,0.2666666667,0.5
10,5.001666667,RightArm,0.2666666667,0.5
10,4.735,RightFinger,0.2666666667,0.5
10,4.468333333,RightLeg,0.2666666667,0.5
10,4.201666667,Chest,0.2666666667,0.5
10,3.935,LeftArm,0.2666666667,0.5
10,3.668333333,LeftFinger,0.2666666667,0.5
10,3.401666667,LeftLeg,0.2666666667,0.5
10,3.135,Chest,0.2666666667,0.5
10,2.868333333,RightArm,0.2666666667,0.5
10,2.601666667,RightFinger,0.2666666667,0.5
10,2.335,RightLeg,0.2666666667,0.5
10,2.068333333,LeftLeg,0.2666666667,0.5
10,1.801666667,LeftFinger,0.2666666667,0.5
10,1.535,LeftArm,0.2666666667,0.5
10,1.268333333,Head,0.2666666667,0.5
10,1.001666667,RightArm,0.2666666667,0.5
10,0.735,Chest,0.2666666667,0.5
10,0.4683333333,LeftLeg,0.2666666667,0.5
10,0.2016666667,LeftFinger,0.2016666667,0.5
11,29,Chest,3,1
11,26.5,Head,0.33,2
11,26.335,RightArm,0.33,0.33
11,26.17,RightFinger,0.33,0.33
11,26.005,RightLeg,0.33,0.33
11,25.84,LeftLeg,0.33,0.33
11,25.675,LeftFinger,0.33,0.33
11,25.51,LeftArm,0.33,0.33
11,25.345,Head,0.33,0.33
11,25.18,Chest,3,0.33
11,22.68,RightLeg,0.33,2
11,22.515,RightFinger,0.33,0.3
11,22.35,RightArm,0.33,0.27
11,22.185,Head,0.33,0.24
11,22.02,Chest,0.33,0.21
11,21.855,RightLeg,0.33,0.18
11,21.69,RightFinger,0.33,0.15
11,21.525,RightArm,0.33,0.15
11,21.36,Head,0.33,0.15
11,21.195,Chest,3,0.15
11,19.195,RightArm,1,0.5
11,18.195,RightFinger,0.9333333333,0.5
11,17.26166667,RightLeg,0.8666666667,0.5
11,16.395,Chest,0.8,0.5
11,15.595,LeftArm,0.74,0.5
11,14.855,LeftFinger,0.68,0.5
11,14.175,LeftLeg,0.62,0.5
11,13.555,Chest,0.5666666667,0.5
11,12.98833333,RightArm,0.5133333333,0.5
11,12.475,RightFinger,0.4733333333,0.5
11,12.00166667,RightLeg,0.4333333333,0.5
11,11.56833333,LeftLeg,0.4,0.5
11,11.16833333,LeftFinger,0.3666666667,0.5
11,10.80166667,LeftArm,0.3333333333,0.5
11,10.46833333,Head,0.32,0.5
11,10.14833333,RightArm,0.3066666667,0.5
11,9.841666667,Chest,0.2933333333,0.5
11,9.548333333,LeftLeg,0.28,0.5
11,9.268333333,LeftFinger,0.2666666667,0.5
11,9.001666667,LeftArm,0.2666666667,0.5
11,8.735,Chest,0.2666666667,0.5
11,8.468333333,RightLeg,0.2666666667,0.5
11,8.201666667,RightFinger,0.2666666667,0.5
11,7.935,RightArm,0.2666666667,0.5
11,7.668333333,Chest,0.2666666667,0.5
11,7.401666667,LeftLeg,0.2666666667,0.5
11,7.135,LeftFinger,0.2666666667,0.5
11,6.868333333,LeftArm,0.2666666667,0.5
11,6.601666667,Head,0.2666666667,0.5
11,6.335,RightArm,0.2666666667,0.5
11,6.068333333,RightFinger,0.2666666667,0.5
11,5.801666667,RightLeg,0.2666666667,0.5
11,5.535,LeftLeg,0.2666666667,0.5
11,5.268333333,Chest,0.2666666667,0.5
11,5.001666667,RightArm,0.2666666667,0.5
11,4.735,RightFinger,0.2666666667,0.5
11,4.468333333,RightLeg,0.2666666667,0.5
11,4.201666667,Chest,0.2666666667,0.5
11,3.935,LeftArm,0.2666666667,0.5
11,3.668333333,LeftFinger,0.2666666667,0.5
11,3.401666667,LeftLeg,0.2666666667,0.5
11,3.135,Chest,0.2666666667,0.5
11,2.868333333,RightArm,0.2666666667,0.5
11,2.601666667,RightFinger,0.2666666667,0.5
11,2.335,RightLeg,0.2666666667,0.5
11,2.068333333,LeftLeg,0.2666666667,0.5
11,1.801666667,LeftFinger,0.2666666667,0.5
11,1.535,LeftArm,0.2666666667,0.5
11,1.268333333,Head,0.2666666667,0.5
11,1.001666667,RightArm,0.2666666667,0.5
11,0.735,Chest,0.2666666667,0.5
11,0.4683333333,LeftLeg,0.2666666667,0.5
11,0.2016666667,LeftFinger,0.2016666667,0.5
12,29,Chest,3,1
12,26.5,Head,0.33,2
12,26.335,RightArm,0.33,0.33
12,26.17,RightFinger,0.33,0.33
12,26.005,RightLeg,0.33,0.33
12,25.84,LeftLeg,0.33,0.33
12,25.675,LeftFinger,0.33,0.33
12,25.51,LeftArm,0.33,0.33
12,25.345,Head,0.33,0.33
12,25.18,Chest,3,0.33
12,22.68,RightLeg,0.33,2
12,22.515,RightFinger,0.33,0.3
12,22.35,RightArm,0.33,0.27
12,22.185,Head,0.33,0.24
12,22.02,Chest,0.33,0.21
12,21.855,RightLeg,0.33,0.18
12,21.69,RightFinger,0.33,0.15
12,21.525,RightArm,0.33,0.15
12,21.36,Head,0.33,0.15
12,21.195,Chest,3,0.15
12,19.195,RightArm,1,0.5
12,18.195,RightFinger,0.9333333333,0.5
12,17.26166667,RightLeg,0.8666666667,0.5
12,16.395,Chest,0.8,0.5
12,15.595,LeftArm,0.74,0.5
12,14.855,LeftFinger,0.68,0.5
12,14.175,LeftLeg,0.62,0.5
12,13.555,Chest,0.5666666667,0.5
12,12.98833333,RightArm,0.5133333333,0.5
12,12.475,RightFinger,0.4733333333,0.5
12,12.00166667,RightLeg,0.4333333333,0.5
12,11.56833333,LeftLeg,0.4,0.5
12,11.16833333,LeftFinger,0.3666666667,0.5
12,10.80166667,LeftArm,0.3333333333,0.5
12,10.46833333,Head,0.32,0.5
12,10.14833333,RightArm,0.3066666667,0.5
12,9.841666667,Chest,0.2933333333,0.5
12,9.548333333,LeftLeg,0.28,0.5
12,9.268333333,LeftFinger,0.2666666667,0.5
12,9.001666667,LeftArm,0.2666666667,0.5
12,8.735,Chest,0.2666666667,0.5
12,8.468333333,RightLeg,0.2666666667,0.5
12,8.201666667,RightFinger,0.2666666667,0.5
12,7.935,RightArm,0.2666666667,0.5
12,7.668333333,Chest,0.2666666667,0.5
12,7.401666667,LeftLeg,0.2666666667,0.5
12,7.135,LeftFinger,0.2666666667,0.5
12,6.868333333,LeftArm,0.2666666667,0.5
12,6.601666667,Head,0.2666666667,0.5
12,6.335,RightArm,0.2666666667,0.5
12,6.068333333,RightFinger,0.2666666667,0.5
12,5.801666667,RightLeg,0.2666666667,0.5
12,5.535,LeftLeg,0.2666666667,0.5
12,5.268333333,Chest,0.2666666667,0.5
12,5.001666667,RightArm,0.2666666667,0.5
12,4.735,RightFinger,0.2666666667,0.5
12,4.468333333,RightLeg,0.2666666667,0.5
12,4.201666667,Chest,0.2666666667,0.5
12,3.935,LeftArm,0.2666666667,0.5
12,3.668333333,LeftFinger,0.2666666667,0.5
12,3.401666667,LeftLeg,0.2666666667,0.5
12,3.135,Chest,0.2666666667,0.5
12,2.868333333,RightArm,0.2666666667,0.5
12,2.601666667,RightFinger,0.2666666667,0.5
12,2.335,RightLeg,0.2666666667,0.5
12,2.068333333,LeftLeg,0.2666666667,0.5
12,1.801666667,LeftFinger,0.2666666667,0.5
12,1.535,LeftArm,0.2666666667,0.5
12,1.268333333,Head,0.2666666667,0.5
12,1.001666667,RightArm,0.2666666667,0.5
12,0.735,Chest,0.2666666667,0.5
12,0.4683333333,LeftLeg,0.2666666667,0.5
12,0.2016666667,LeftFinger,0.2016666667,0.5
13,29,Chest,3,1
13,26.5,Head,0.33,2
13,26.335,RightArm,0.33,0.33
13,26.17,RightFinger,0.33,0.33
13,26.005,RightLeg,0.33,0.33
13,25.84,LeftLeg,0.33,0.33
13,25.675,LeftFinger,0.33,0.33
13,25.51,LeftArm,0.33,0.33
13,25.345,Head,0.33,0.33
13,25.18,Chest,3,0.33
13,22.68,RightLeg,0.33,2
13,22.515,RightFinger,0.33,0.3
13,22.35,RightArm,0.33,0.27
13,22.185,Head,0.33,0.24
13,22.02,Chest,0.33,0.21
13,21.855,RightLeg,0.33,0.18
13,21.69,RightFinger,0.33,0.15
13,21.525,RightArm,0.33,0.15
13,21.36,Head,0.33,0.15
13,21.195,Chest,3,0.15
13,19.195,RightArm,1,0.5
13,18.195,RightFinger,0.9333333333,0.5
13,17.26166667,RightLeg,0.8666666667,0.5
13,16.395,Chest,0.8,0.5
13,15.595,LeftArm,0.74,0.5
13,14.855,LeftFinger,0.68,0.5
13,14.175,LeftLeg,0.62,0.5
13,13.555,Chest,0.5666666667,0.5
13,12.98833333,RightArm,0.5133333333,0.5
13,12.475,RightFinger,0.4733333333,0.5
13,12.00166667,RightLeg,0.4333333333,0.5
13,11.56833333,LeftLeg,0.4,0.5
13,11.16833333,LeftFinger,0.3666666667,0.5
13,10.80166667,LeftArm,0.3333333333,0.5
13,10.46833333,Head,0.32,0.5
13,10.14833333,RightArm,0.3066666667,0.5
13,9.841666667,Chest,0.2933333333,0.5
13,9.548333333,LeftLeg,0.28,0.5
13,9.268333333,LeftFinger,0.2666666667,0.5
13,9.001666667,LeftArm,0.2666666667,0.5
13,8.735,Chest,0.2666666667,0.5
13,8.468333333,RightLeg,0.2666666667,0.5
13,8.201666667,RightFinger,0.2666666667,0.5
13,7.935,RightArm,0.2666666667,0.5
13,7.668333333,Chest,0.2666666667,0.5
13,7.401666667,LeftLeg,0.2666666667,0.5
13,7.135,LeftFinger,0.2666666667,0.5
13,6.868333333,LeftArm,0.2666666667,0.5
13,6.601666667,Head,0.2666666667,0.5
13,6.335,RightArm,0.2666666667,0.5
13,6.068333333,RightFinger,0.2666666667,0.5
13,5.801666667,RightLeg,0.2666666667,0.5
13,5.535,LeftLeg,0.2666666667,0.5
13,5.268333333,Chest,0.2666666667,0.5
13,5.001666667,RightArm,0.2666666667,0.5
13,4.735,RightFinger,0.2666666667,0.5
13,4.468333333,RightLeg,0.2666666667,0.5
13,4.201666667,Chest,0.2666666667,0.5
13,3.935,LeftArm,0.2666666667,0.5
13,3.668333333,LeftFinger,0.2666666667,0.5
