WorldID,LevelID,AreaID,EnemyIDs,AttemptTicketCost,MaxDecks,Reward,AvatarReward,NewPlayerReward,MaxAttacks,HasArmor,TitanCount,AreaBonuses,EnemyBonuses,EnchantedArmour,BattleScarEffect,BucketsOfDamage,BaseHP,TotalHP,Equiv. HP,Custom Mod
11,5,Area4,"Enemy2,Enemy5,Enemy8",1,7,RaidCard:4,,,3,FALSE,1,1,1,0,1,0,5.25E+06,5.25E+06,5.15E+06,
11,6,Area1,"Enemy2,Enemy5,Enemy8",1,7,PetsLvl1:2,,,3,FALSE,1,1,1,0,1,0,5.36E+06,5.36E+06,5.26E+06,
11,7,Area2,"Enemy2,Enemy5,Enemy8",1,7,RaidWildcard:4,,,3,FALSE,1,1,1,0,1,0,5.48E+06,5.48E+06,5.37E+06,
11,8,Area3,"Enemy2,Enemy5,Enemy8",1,7,Equipment:2,,,3,FALSE,1,1,1,0,1,0,5.59E+06,5.59E+06,5.48E+06,
11,9,Area4,"Enemy2,Enemy5,Enemy8",1,7,RaidCard:6,,,3,FALSE,1,1,1,0,1,0,5.70E+06,5.70E+06,5.59E+06,
11,10,Area1,"Enemy2,Enemy5,Enemy8",1,7,"SkillPoint:1,EquipmentShards:10",,,3,FALSE,1,1,1,0,1,0,5.82E+06,5.82E+06,5.70E+06,
12,1,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,1,1,0,1,0,2.19E+06,2.19E+06,4.30E+06,
12,2,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:1,,,3,TRUE,1,1,1,0,1,0,2.24E+06,2.24E+06,4.39E+06,
12,3,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:2,,,3,TRUE,1,1,1,0,1,0,2.28E+06,2.28E+06,4.47E+06,
12,4,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,Equipment:1,,,3,TRUE,1,1,1,0,1,0,2.62E+06,2.62E+06,5.13E+06,
12,5,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,1,1,0,1,0,2.91E+06,2.91E+06,5.70E+06,
12,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:2,,,3,TRUE,1,1,1,0,1,0,2.98E+06,2.98E+06,5.84E+06,
12,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:4,,,3,TRUE,1,1,1,0,1,0,3.05E+06,3.05E+06,5.98E+06,
12,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,Equipment:2,,,3,TRUE,1,1,1,0,1,0,3.12E+06,3.12E+06,6.12E+06,
12,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidCard:6,,,3,TRUE,1,1,1,0,1,0,3.19E+06,3.19E+06,6.26E+06,
12,10,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,1,0,3.26E+06,3.26E+06,6.40E+06,
13,1,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,0,0,0,1,0,2.39E+06,2.39E+06,4.79E+06,
13,2,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:1,,,3,TRUE,1,0,0,0,1,0,2.45E+06,2.45E+06,4.90E+06,
13,3,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:2,,,3,TRUE,1,0,0,0,1,0,2.50E+06,2.50E+06,5.01E+06,
13,4,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,Equipment:1,,,3,TRUE,1,0,0,0,1,0,2.88E+06,2.88E+06,5.76E+06,
13,5,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,0,0,0,1,0,3.20E+06,3.20E+06,6.40E+06,
13,6,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:2,,,3,TRUE,1,0,0,0,1,0,3.27E+06,3.27E+06,6.55E+06,
13,7,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:4,,,3,TRUE,1,0,0,0,1,0,3.35E+06,3.35E+06,6.70E+06,
13,8,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,Equipment:2,,,3,TRUE,1,0,0,0,1,0,3.42E+06,3.42E+06,6.84E+06,
13,9,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,RaidCard:6,,,3,TRUE,1,0,0,0,1,0,3.50E+06,3.50E+06,6.99E+06,
13,10,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,7,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,0,0,0,1,0,3.57E+06,3.57E+06,7.14E+06,
14,1,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,1,1,0,1,0,2.73E+06,2.73E+06,5.36E+06,
14,2,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:1,,,3,TRUE,1,1,1,0,1,0,2.79E+06,2.79E+06,5.48E+06,
14,3,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:2,,,3,TRUE,1,1,1,0,1,0,2.85E+06,2.85E+06,5.59E+06,
14,4,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,Equipment:1,,,3,TRUE,1,1,1,0,1,0,3.28E+06,3.28E+06,6.43E+06,
14,5,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidCard:4,,,3,TRUE,1,1,1,0,1,0,3.64E+06,3.64E+06,7.14E+06,
14,6,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,PetsLvl1:2,,,3,TRUE,1,1,1,0,1,0,3.72E+06,3.72E+06,7.30E+06,
14,7,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,7,RaidWildcard:4,,,3,TRUE,1,1,1,0,1,0,3.80E+06,3.80E+06,7.46E+06,
