TitleID,Note,TitleString,TitleUnlockType,UnlockValue,TextColor,ShowUnlockDescriptionWhenUnowned
515,MasterTierSeason4Top1,PLAYER_TITLE_MasterTierSeason4Top1,MasterTierReward1,1,#00FFB7,FALSE
516,MasterTierSeason4Top10,PLAYER_TITLE_MasterTierSeason4Top10,MasterTierReward10,1,#C1BFFF,FALSE
517,MasterTierSeason4Top25,PLAYER_TITLE_MasterTierSeason4Top25,MasterTierReward25,1,#F1E1AA,FALSE
518,MasterTierSeason4Top50,PLAYER_TITLE_MasterTierSeason4Top50,MasterTierReward50,1,#BCC6D4,FALSE
519,MasterTierSeason4Top100,PLAYER_TITLE_MasterTierSeason4Top100,MasterTierReward100,1,#FFD467,FALSE
520,MasterTierSeason5Top1,PLAYER_TITLE_MasterTierSeason5Top1,MasterTierReward1,1,#00FFB7,FALSE
521,MasterTierSeason5Top10,PLAYER_TITLE_MasterTierSeason5Top10,MasterTierReward10,1,#C1BFFF,FALSE
522,MasterTierSeason5Top25,PLAYER_TITLE_MasterTierSeason5Top25,MasterTierReward25,1,#F1E1AA,FALSE
523,MasterTierSeason5Top50,PLAYER_TITLE_MasterTierSeason5Top50,MasterTierReward50,1,#BCC6D4,FALSE
524,MasterTierSeason5Top100,PLAYER_TITLE_MasterTierSeason5Top100,MasterTierReward100,1,#FFD467,FALSE
525,MasterTierSeason6Top1,PLAYER_TITLE_MasterTierSeason6Top1,MasterTierReward1,1,#00FFB7,FALSE
526,MasterTierSeason6Top10,PLAYER_TITLE_MasterTierSeason6Top10,MasterTierReward10,1,#C1BFFF,FALSE
527,MasterTierSeason6Top25,PLAYER_TITLE_MasterTierSeason6Top25,MasterTierReward25,1,#F1E1AA,FALSE
528,MasterTierSeason6Top50,PLAYER_TITLE_MasterTierSeason6Top50,MasterTierReward50,1,#BCC6D4,FALSE
529,MasterTierSeason6Top100,PLAYER_TITLE_MasterTierSeason6Top100,MasterTierReward100,1,#FFD467,FALSE
530,MasterTierSeason7Top1,PLAYER_TITLE_MasterTierSeason7Top1,MasterTierReward1,1,#00FFB7,FALSE
531,MasterTierSeason7Top10,PLAYER_TITLE_MasterTierSeason7Top10,MasterTierReward10,1,#C1BFFF,FALSE
532,MasterTierSeason7Top25,PLAYER_TITLE_MasterTierSeason7Top25,MasterTierReward25,1,#F1E1AA,FALSE
533,MasterTierSeason7Top50,PLAYER_TITLE_MasterTierSeason7Top50,MasterTierReward50,1,#BCC6D4,FALSE
534,MasterTierSeason7Top100,PLAYER_TITLE_MasterTierSeason7Top100,MasterTierReward100,1,#FFD467,FALSE
535,MasterTierSeason8Top1,PLAYER_TITLE_MasterTierSeason8Top1,MasterTierReward1,1,#00FFB7,FALSE
536,MasterTierSeason8Top10,PLAYER_TITLE_MasterTierSeason8Top10,MasterTierReward10,1,#C1BFFF,FALSE
537,MasterTierSeason8Top25,PLAYER_TITLE_MasterTierSeason8Top25,MasterTierReward25,1,#F1E1AA,FALSE
538,MasterTierSeason8Top50,PLAYER_TITLE_MasterTierSeason8Top50,MasterTierReward50,1,#BCC6D4,FALSE
539,MasterTierSeason8Top100,PLAYER_TITLE_MasterTierSeason8Top100,MasterTierReward100,1,#FFD467,FALSE
540,MasterTierSeason9Top1,PLAYER_TITLE_MasterTierSeason9Top1,MasterTierReward1,1,#00FFB7,FALSE
541,MasterTierSeason9Top10,PLAYER_TITLE_MasterTierSeason9Top10,MasterTierReward10,1,#C1BFFF,FALSE
542,MasterTierSeason9Top25,PLAYER_TITLE_MasterTierSeason9Top25,MasterTierReward25,1,#F1E1AA,FALSE
543,MasterTierSeason9Top50,PLAYER_TITLE_MasterTierSeason9Top50,MasterTierReward50,1,#BCC6D4,FALSE
544,MasterTierSeason9Top100,PLAYER_TITLE_MasterTierSeason9Top100,MasterTierReward100,1,#FFD467,TRUE
545,MasterTierSeason10Top1,PLAYER_TITLE_MasterTierSeason10Top1,MasterTierReward1,1,#00FFB7,FALSE
546,MasterTierSeason10Top10,PLAYER_TITLE_MasterTierSeason10Top10,MasterTierReward10,1,#C1BFFF,FALSE
547,MasterTierSeason10Top25,PLAYER_TITLE_MasterTierSeason10Top25,MasterTierReward25,1,#F1E1AA,FALSE
548,MasterTierSeason10Top50,PLAYER_TITLE_MasterTierSeason10Top50,MasterTierReward50,1,#BCC6D4,FALSE
549,MasterTierSeason10Top100,PLAYER_TITLE_MasterTierSeason10Top100,MasterTierReward100,1,#FFD467,FALSE
550,MasterTierSeason11Top1,PLAYER_TITLE_MasterTierSeason11Top1,MasterTierReward1,1,#00FFB7,FALSE
551,MasterTierSeason11Top10,PLAYER_TITLE_MasterTierSeason11Top10,MasterTierReward10,1,#C1BFFF,FALSE
552,MasterTierSeason11Top25,PLAYER_TITLE_MasterTierSeason11Top25,MasterTierReward25,1,#F1E1AA,FALSE
553,MasterTierSeason11Top50,PLAYER_TITLE_MasterTierSeason11Top50,MasterTierReward50,1,#BCC6D4,FALSE
554,MasterTierSeason11Top100,PLAYER_TITLE_MasterTierSeason11Top100,MasterTierReward100,1,#FFD467,FALSE
555,MasterTierSeason12Top1,PLAYER_TITLE_MasterTierSeason12Top1,MasterTierReward1,1,#00FFB7,FALSE
556,MasterTierSeason12Top10,PLAYER_TITLE_MasterTierSeason12Top10,MasterTierReward10,1,#C1BFFF,FALSE
557,MasterTierSeason12Top25,PLAYER_TITLE_MasterTierSeason12Top25,MasterTierReward25,1,#F1E1AA,FALSE
558,MasterTierSeason12Top50,PLAYER_TITLE_MasterTierSeason12Top50,MasterTierReward50,1,#BCC6D4,FALSE
559,MasterTierSeason12Top100,PLAYER_TITLE_MasterTierSeason12Top100,MasterTierReward100,1,#FFD467,FALSE
560,MasterTierSeason13Top1,PLAYER_TITLE_MasterTierSeason13Top1,MasterTierReward1,1,#00FFB7,FALSE
561,MasterTierSeason13Top10,PLAYER_TITLE_MasterTierSeason13Top10,MasterTierReward10,1,#C1BFFF,FALSE
562,MasterTierSeason13Top25,PLAYER_TITLE_MasterTierSeason13Top25,MasterTierReward25,1,#F1E1AA,FALSE
563,MasterTierSeason13Top50,PLAYER_TITLE_MasterTierSeason13Top50,MasterTierReward50,1,#BCC6D4,FALSE
564,MasterTierSeason13Top100,PLAYER_TITLE_MasterTierSeason13Top100,MasterTierReward100,1,#FFD467,FALSE
565,MasterTierSeason14Top1,PLAYER_TITLE_MasterTierSeason14Top1,MasterTierReward1,1,#00FFB7,FALSE
566,MasterTierSeason14Top10,PLAYER_TITLE_MasterTierSeason14Top10,MasterTierReward10,1,#C1BFFF,FALSE
567,MasterTierSeason14Top25,PLAYER_TITLE_MasterTierSeason14Top25,MasterTierReward25,1,#F1E1AA,FALSE
568,MasterTierSeason14Top50,PLAYER_TITLE_MasterTierSeason14Top50,MasterTierReward50,1,#BCC6D4,FALSE
569,MasterTierSeason14Top100,PLAYER_TITLE_MasterTierSeason14Top100,MasterTierReward100,1,#FFD467,FALSE
570,MasterTierSeason15Top1,PLAYER_TITLE_MasterTierSeason15Top1,MasterTierReward1,1,#00FFB7,FALSE
571,MasterTierSeason15Top10,PLAYER_TITLE_MasterTierSeason15Top10,MasterTierReward10,1,#C1BFFF,FALSE
572,MasterTierSeason15Top25,PLAYER_TITLE_MasterTierSeason15Top25,MasterTierReward25,1,#F1E1AA,FALSE
573,MasterTierSeason15Top50,PLAYER_TITLE_MasterTierSeason15Top50,MasterTierReward50,1,#BCC6D4,FALSE
574,MasterTierSeason15Top100,PLAYER_TITLE_MasterTierSeason15Top100,MasterTierReward100,1,#FFD467,FALSE
575,MasterTierSeason16Top1,PLAYER_TITLE_MasterTierSeason16Top1,MasterTierReward1,1,#00FFB7,FALSE
576,MasterTierSeason16Top10,PLAYER_TITLE_MasterTierSeason16Top10,MasterTierReward10,1,#C1BFFF,FALSE
577,MasterTierSeason16Top25,PLAYER_TITLE_MasterTierSeason16Top25,MasterTierReward25,1,#F1E1AA,FALSE
578,MasterTierSeason16Top50,PLAYER_TITLE_MasterTierSeason16Top50,MasterTierReward50,1,#BCC6D4,FALSE
579,MasterTierSeason16Top100,PLAYER_TITLE_MasterTierSeason16Top100,MasterTierReward100,1,#FFD467,FALSE
580,MasterTierSeason17Top1,PLAYER_TITLE_MasterTierSeason17Top1,MasterTierReward1,1,#00FFB7,FALSE
581,MasterTierSeason17Top10,PLAYER_TITLE_MasterTierSeason17Top10,MasterTierReward10,1,#C1BFFF,FALSE
582,MasterTierSeason17Top25,PLAYER_TITLE_MasterTierSeason17Top25,MasterTierReward25,1,#F1E1AA,FALSE
583,MasterTierSeason17Top50,PLAYER_TITLE_MasterTierSeason17Top50,MasterTierReward50,1,#BCC6D4,FALSE
584,MasterTierSeason17Top100,PLAYER_TITLE_MasterTierSeason17Top100,MasterTierReward100,1,#FFD467,FALSE
585,MasterTierSeason18Top1,PLAYER_TITLE_MasterTierSeason18Top1,MasterTierReward1,1,#00FFB7,FALSE
586,MasterTierSeason18Top10,PLAYER_TITLE_MasterTierSeason18Top10,MasterTierReward10,1,#C1BFFF,FALSE
587,MasterTierSeason18Top25,PLAYER_TITLE_MasterTierSeason18Top25,MasterTierReward25,1,#F1E1AA,FALSE
588,MasterTierSeason18Top50,PLAYER_TITLE_MasterTierSeason18Top50,MasterTierReward50,1,#BCC6D4,FALSE
589,MasterTierSeason18Top100,PLAYER_TITLE_MasterTierSeason18Top100,MasterTierReward100,1,#FFD467,FALSE
590,MasterTierSeason19Top1,PLAYER_TITLE_MasterTierSeason19Top1,MasterTierReward1,1,#00FFB7,FALSE
591,MasterTierSeason19Top10,PLAYER_TITLE_MasterTierSeason19Top10,MasterTierReward10,1,#C1BFFF,FALSE
592,MasterTierSeason19Top25,PLAYER_TITLE_MasterTierSeason19Top25,MasterTierReward25,1,#F1E1AA,FALSE
593,MasterTierSeason19Top50,PLAYER_TITLE_MasterTierSeason19Top50,MasterTierReward50,1,#BCC6D4,FALSE
594,MasterTierSeason19Top100,PLAYER_TITLE_MasterTierSeason19Top100,MasterTierReward100,1,#FFD467,FALSE
595,MasterTierSeason20Top1,PLAYER_TITLE_MasterTierSeason20Top1,MasterTierReward1,1,#00FFB7,FALSE
596,MasterTierSeason20Top10,PLAYER_TITLE_MasterTierSeason20Top10,MasterTierReward10,1,#C1BFFF,FALSE
597,MasterTierSeason20Top25,PLAYER_TITLE_MasterTierSeason20Top25,MasterTierReward25,1,#F1E1AA,FALSE
598,MasterTierSeason20Top50,PLAYER_TITLE_MasterTierSeason20Top50,MasterTierReward50,1,#BCC6D4,FALSE
599,MasterTierSeason20Top100,PLAYER_TITLE_MasterTierSeason20Top100,MasterTierReward100,1,#FFD467,FALSE
600,EndgameSeason1Top1,PLAYER_TITLE_EndgameSeason1Top1,EndgameSeasonReward1,1,#347975,FALSE
601,EndgameSeason1Top10,PLAYER_TITLE_EndgameSeason1Top10,EndgameSeasonReward10,1,#745535,FALSE
602,EndgameSeason1Top100,PLAYER_TITLE_EndgameSeason1Top100,EndgameSeasonReward100,1,#687182,FALSE
603,EndgameSeason2Top1,PLAYER_TITLE_EndgameSeason2Top1,EndgameSeasonReward1,2,#CC7306,FALSE
604,EndgameSeason2Top10,PLAYER_TITLE_EndgameSeason2Top10,EndgameSeasonReward10,2,#745535,FALSE
605,EndgameSeason2Top100,PLAYER_TITLE_EndgameSeason2Top100,EndgameSeasonReward100,2,#687182,FALSE
606,EndgameSeason3Top1,PLAYER_TITLE_EndgameSeason3Top1,EndgameSeasonReward1,3,#CC7306,FALSE
607,EndgameSeason3Top10,PLAYER_TITLE_EndgameSeason3Top10,EndgameSeasonReward10,3,#745535,FALSE
608,EndgameSeason3Top100,PLAYER_TITLE_EndgameSeason3Top100,EndgameSeasonReward100,3,#687182,FALSE
609,EndgameSeason4Top1,PLAYER_TITLE_EndgameSeason4Top1,EndgameSeasonReward1,4,#00FFB7,FALSE
610,EndgameSeason4Top10,PLAYER_TITLE_EndgameSeason4Top10,EndgameSeasonReward10,4,#F1E1AA,FALSE
611,EndgameSeason4Top100,PLAYER_TITLE_EndgameSeason4Top100,EndgameSeasonReward100,4,#BCC6D4,FALSE
612,EndgameSeason5Top1,PLAYER_TITLE_EndgameSeason5Top1,EndgameSeasonReward1,5,#00FFB7,FALSE
613,EndgameSeason5Top10,PLAYER_TITLE_EndgameSeason5Top10,EndgameSeasonReward10,5,#F1E1AA,FALSE
614,EndgameSeason5Top100,PLAYER_TITLE_EndgameSeason5Top100,EndgameSeasonReward100,5,#BCC6D4,TRUE
615,EndgameSeason6Top1,PLAYER_TITLE_EndgameSeason6Top1,EndgameSeasonReward1,6,#00FFB7,FALSE
616,EndgameSeason6Top10,PLAYER_TITLE_EndgameSeason6Top10,EndgameSeasonReward10,6,#F1E1AA,FALSE
617,EndgameSeason6Top100,PLAYER_TITLE_EndgameSeason6Top100,EndgameSeasonReward100,6,#BCC6D4,FALSE
618,EndgameSeason7Top1,PLAYER_TITLE_EndgameSeason7Top1,EndgameSeasonReward1,7,#00FFB7,FALSE
619,EndgameSeason7Top10,PLAYER_TITLE_EndgameSeason7Top10,EndgameSeasonReward10,7,#F1E1AA,FALSE
620,EndgameSeason7Top100,PLAYER_TITLE_EndgameSeason7Top100,EndgameSeasonReward100,7,#BCC6D4,FALSE
621,EndgameSeason8Top1,PLAYER_TITLE_EndgameSeason8Top1,EndgameSeasonReward1,8,#00FFB7,FALSE
622,EndgameSeason8Top10,PLAYER_TITLE_EndgameSeason8Top10,EndgameSeasonReward10,8,#F1E1AA,FALSE
623,EndgameSeason8Top100,PLAYER_TITLE_EndgameSeason8Top100,EndgameSeasonReward100,8,#BCC6D4,FALSE
624,EndgameSeason9Top1,PLAYER_TITLE_EndgameSeason9Top1,EndgameSeasonReward1,9,#00FFB7,FALSE
625,EndgameSeason9Top10,PLAYER_TITLE_EndgameSeason9Top10,EndgameSeasonReward10,9,#F1E1AA,FALSE
626,EndgameSeason9Top100,PLAYER_TITLE_EndgameSeason9Top100,EndgameSeasonReward100,9,#BCC6D4,FALSE
627,EndgameSeason10Top1,PLAYER_TITLE_EndgameSeason10Top1,EndgameSeasonReward1,10,#00FFB7,FALSE
628,EndgameSeason10Top10,PLAYER_TITLE_EndgameSeason10Top10,EndgameSeasonReward10,10,#F1E1AA,FALSE
629,EndgameSeason10Top100,PLAYER_TITLE_EndgameSeason10Top100,EndgameSeasonReward100,10,#BCC6D4,FALSE
630,EndgameSeason11Top1,PLAYER_TITLE_EndgameSeason11Top1,EndgameSeasonReward1,11,#00FFB7,FALSE
631,EndgameSeason11Top10,PLAYER_TITLE_EndgameSeason11Top10,EndgameSeasonReward10,11,#F1E1AA,FALSE
632,EndgameSeason11Top100,PLAYER_TITLE_EndgameSeason11Top100,EndgameSeasonReward100,11,#BCC6D4,FALSE
633,EndgameSeason12Top1,PLAYER_TITLE_EndgameSeason12Top1,EndgameSeasonReward1,12,#00FFB7,FALSE
634,EndgameSeason12Top10,PLAYER_TITLE_EndgameSeason12Top10,EndgameSeasonReward10,12,#F1E1AA,FALSE
635,EndgameSeason12Top100,PLAYER_TITLE_EndgameSeason12Top100,EndgameSeasonReward100,12,#BCC6D4,FALSE
636,EndgameSeason13Top1,PLAYER_TITLE_EndgameSeason13Top1,EndgameSeasonReward1,13,#00FFB7,FALSE
637,EndgameSeason13Top10,PLAYER_TITLE_EndgameSeason13Top10,EndgameSeasonReward10,13,#F1E1AA,FALSE
638,EndgameSeason13Top100,PLAYER_TITLE_EndgameSeason13Top100,EndgameSeasonReward100,13,#BCC6D4,FALSE
639,EndgameSeason14Top1,PLAYER_TITLE_EndgameSeason14Top1,EndgameSeasonReward1,14,#00FFB7,FALSE
640,EndgameSeason14Top10,PLAYER_TITLE_EndgameSeason14Top10,EndgameSeasonReward10,14,#F1E1AA,FALSE
641,EndgameSeason14Top100,PLAYER_TITLE_EndgameSeason14Top100,EndgameSeasonReward100,14,#BCC6D4,FALSE
642,EndgameSeason15Top1,PLAYER_TITLE_EndgameSeason15Top1,EndgameSeasonReward1,15,#00FFB7,FALSE
643,EndgameSeason15Top10,PLAYER_TITLE_EndgameSeason15Top10,EndgameSeasonReward10,15,#F1E1AA,FALSE
644,EndgameSeason15Top100,PLAYER_TITLE_EndgameSeason15Top100,EndgameSeasonReward100,15,#BCC6D4,FALSE
645,EndgameSeason16Top1,PLAYER_TITLE_EndgameSeason16Top1,EndgameSeasonReward1,16,#00FFB7,FALSE
646,EndgameSeason16Top10,PLAYER_TITLE_EndgameSeason16Top10,EndgameSeasonReward10,16,#F1E1AA,FALSE
647,EndgameSeason16Top100,PLAYER_TITLE_EndgameSeason16Top100,EndgameSeasonReward100,16,#BCC6D4,FALSE
648,EndgameSeason17Top1,PLAYER_TITLE_EndgameSeason17Top1,EndgameSeasonReward1,17,#00FFB7,FALSE
649,EndgameSeason17Top10,PLAYER_TITLE_EndgameSeason17Top10,EndgameSeasonReward10,17,#F1E1AA,FALSE
650,EndgameSeason17Top100,PLAYER_TITLE_EndgameSeason17Top100,EndgameSeasonReward100,17,#BCC6D4,FALSE
651,EndgameSeason18Top1,PLAYER_TITLE_EndgameSeason18Top1,EndgameSeasonReward1,18,#00FFB7,FALSE
652,EndgameSeason18Top10,PLAYER_TITLE_EndgameSeason18Top10,EndgameSeasonReward10,18,#F1E1AA,FALSE
653,EndgameSeason18Top100,PLAYER_TITLE_EndgameSeason18Top100,EndgameSeasonReward100,18,#BCC6D4,FALSE
654,EndgameSeason19Top1,PLAYER_TITLE_EndgameSeason19Top1,EndgameSeasonReward1,19,#00FFB7,FALSE
655,EndgameSeason19Top10,PLAYER_TITLE_EndgameSeason19Top10,EndgameSeasonReward10,19,#F1E1AA,FALSE
656,EndgameSeason19Top100,PLAYER_TITLE_EndgameSeason19Top100,EndgameSeasonReward100,19,#BCC6D4,FALSE
657,EndgameSeason20Top1,PLAYER_TITLE_EndgameSeason20Top1,EndgameSeasonReward1,20,#00FFB7,FALSE
658,EndgameSeason20Top10,PLAYER_TITLE_EndgameSeason20Top10,EndgameSeasonReward10,20,#F1E1AA,FALSE
659,EndgameSeason20Top100,PLAYER_TITLE_EndgameSeason20Top100,EndgameSeasonReward100,20,#BCC6D4,FALSE
