BundleID,Title,Description,LongDescription,CatchDescription,MissedDescription,ProductCode,ProductValue,PriceInUSD,Diamonds,EquipmentID,CraftingShards,Relics,FortuneWeapons,ClanCrates,PerkSets,Pet1,Pet5,SkillPoints,CardCurrency,FortuneScrolls,RaidCardID,RaidPlayerXP,RewardString,HideIfTitanSoulsIsLocked,HideIfHolidayEventIsNotActive,DailyDeliveryID,UnlockNextBundle,Country,TestGroup,TestGroupName,StartDate,DurationDays,EndDateNoTime,StartDateNoTime,ShowTimer,HomeScreen,MaximumPurchaseCount,RepeatOfferIfMissed,BundleImageOverride,ShowPopup,TabOrder,BundleGroup,BgColor,BgColorSecondary,BannerPrefabPath,CatchDescColor,GlowColor,SelectionSlotContents1,SelectionSlotContents2,SelectionSlotContents3,SelectionSlotContents4
MilestoneBundle3,MILESTONEBUNDLE3_TITLE,MILESTONEBUNDLE3_DESC,MILESTONEBUNDLE3_LONG_DESC,MILESTONEBUNDLE3_CATCH_DESC,MILESTONEBUNDLE3_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle3,5,5,500,None,0,3,4,0,0,10,1,0,0,0,None,0,RaidWildcard:50,FALSE,FALSE,,,,,,MILESTONEBUNDLE3,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle4,MILESTONEBUNDLE4_TITLE,MILESTONEBUNDLE4_DESC,MILESTONEBUNDLE4_LONG_DESC,MILESTONEBUNDLE4_CATCH_DESC,MILESTONEBUNDLE4_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle4,5,5,750,None,0,3,2,0,0,5,0,2,0,0,None,0,,FALSE,FALSE,,,,,,MILESTONEBUNDLE4,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle5,MILESTONEBUNDLE5_TITLE,MILESTONEBUNDLE5_DESC,MILESTONEBUNDLE5_LONG_DESC,MILESTONEBUNDLE5_CATCH_DESC,MILESTONEBUNDLE5_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle5,5,10,1000,None,50,0,2,0,0,5,1,6,0,0,None,0,,FALSE,FALSE,,,,,,MILESTONEBUNDLE5,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle6,MILESTONEBUNDLE6_TITLE,MILESTONEBUNDLE6_DESC,MILESTONEBUNDLE6_LONG_DESC,MILESTONEBUNDLE6_CATCH_DESC,MILESTONEBUNDLE6_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle6,5,10,1200,None,100,0,0,0,0,10,0,0,0,2,None,0,,FALSE,FALSE,,,,,,MILESTONEBUNDLE6,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle7,MILESTONEBUNDLE7_TITLE,MILESTONEBUNDLE7_DESC,MILESTONEBUNDLE7_LONG_DESC,MILESTONEBUNDLE7_CATCH_DESC,MILESTONEBUNDLE7_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle7,5,10,1200,None,100,0,0,0,0,0,0,0,0,0,None,0,RaidWildcard:80,FALSE,FALSE,,,,,,MILESTONEBUNDLE7,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle8,MILESTONEBUNDLE8_TITLE,MILESTONEBUNDLE8_DESC,MILESTONEBUNDLE8_LONG_DESC,MILESTONEBUNDLE8_CATCH_DESC,MILESTONEBUNDLE8_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle8,5,25,3100,None,100,0,0,0,0,10,4,12,0,2,None,0,RaidWildcard:100,FALSE,FALSE,,,,,,MILESTONEBUNDLE8,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle9,MILESTONEBUNDLE9_TITLE,MILESTONEBUNDLE9_DESC,MILESTONEBUNDLE9_LONG_DESC,MILESTONEBUNDLE9_CATCH_DESC,MILESTONEBUNDLE9_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle9,5,25,4000,None,100,0,0,0,0,0,0,15,0,0,None,0,RaidWildcard:150,FALSE,FALSE,,,,,,MILESTONEBUNDLE9,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle10,MILESTONEBUNDLE10_TITLE,MILESTONEBUNDLE10_DESC,MILESTONEBUNDLE10_LONG_DESC,MILESTONEBUNDLE10_CATCH_DESC,MILESTONEBUNDLE10_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle10,5,25,6500,None,100,0,0,0,0,5,5,0,0,3,None,0,RaidWildcard:150,FALSE,FALSE,,,,,,MILESTONEBUNDLE10,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle11,MILESTONEBUNDLE11_TITLE,MILESTONEBUNDLE11_DESC,MILESTONEBUNDLE11_LONG_DESC,MILESTONEBUNDLE11_CATCH_DESC,MILESTONEBUNDLE11_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle11,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE11,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle12,MILESTONEBUNDLE12_TITLE,MILESTONEBUNDLE12_DESC,MILESTONEBUNDLE12_LONG_DESC,MILESTONEBUNDLE12_CATCH_DESC,MILESTONEBUNDLE12_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle12,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE12,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle13,MILESTONEBUNDLE13_TITLE,MILESTONEBUNDLE13_DESC,MILESTONEBUNDLE13_LONG_DESC,MILESTONEBUNDLE13_CATCH_DESC,MILESTONEBUNDLE13_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle13,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE13,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle14,MILESTONEBUNDLE14_TITLE,MILESTONEBUNDLE14_DESC,MILESTONEBUNDLE14_LONG_DESC,MILESTONEBUNDLE14_CATCH_DESC,MILESTONEBUNDLE14_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle14,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE14,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle15,MILESTONEBUNDLE15_TITLE,MILESTONEBUNDLE15_DESC,MILESTONEBUNDLE15_LONG_DESC,MILESTONEBUNDLE15_CATCH_DESC,MILESTONEBUNDLE15_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle15,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE15,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle16,MILESTONEBUNDLE16_TITLE,MILESTONEBUNDLE16_DESC,MILESTONEBUNDLE16_LONG_DESC,MILESTONEBUNDLE16_CATCH_DESC,MILESTONEBUNDLE16_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle16,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE16,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle17,MILESTONEBUNDLE17_TITLE,MILESTONEBUNDLE17_DESC,MILESTONEBUNDLE17_LONG_DESC,MILESTONEBUNDLE17_CATCH_DESC,MILESTONEBUNDLE17_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle17,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE17,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle18,MILESTONEBUNDLE18_TITLE,MILESTONEBUNDLE18_DESC,MILESTONEBUNDLE18_LONG_DESC,MILESTONEBUNDLE18_CATCH_DESC,MILESTONEBUNDLE18_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle18,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE18,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle19,MILESTONEBUNDLE19_TITLE,MILESTONEBUNDLE19_DESC,MILESTONEBUNDLE19_LONG_DESC,MILESTONEBUNDLE19_CATCH_DESC,MILESTONEBUNDLE19_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle19,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE19,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle20,MILESTONEBUNDLE20_TITLE,MILESTONEBUNDLE20_DESC,MILESTONEBUNDLE20_LONG_DESC,MILESTONEBUNDLE20_CATCH_DESC,MILESTONEBUNDLE20_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle20,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE20,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle21,MILESTONEBUNDLE21_TITLE,MILESTONEBUNDLE21_DESC,MILESTONEBUNDLE21_LONG_DESC,MILESTONEBUNDLE21_CATCH_DESC,MILESTONEBUNDLE21_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle21,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE21,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
MilestoneBundle22,MILESTONEBUNDLE22_TITLE,MILESTONEBUNDLE22_DESC,MILESTONEBUNDLE22_LONG_DESC,MILESTONEBUNDLE22_CATCH_DESC,MILESTONEBUNDLE22_MISSED_DESC,com.gamehivecorp.taptitans2.milestonebundle22,5,50,6500,None,250,0,10,0,0,20,8,12,0,4,None,0,RaidWildcard:500,FALSE,FALSE,,,,,,MILESTONEBUNDLE22,3,-,-,TRUE,FALSE,1,TRUE,MilestoneBundleNew,TRUE,,,,,,,,,,,
RaidProgressionBundle0,RAIDPROGRESSIONBUNDLE0_TITLE,RAIDPROGRESSIONBUNDLE0_DESC,RAIDPROGRESSIONBUNDLE0_LONG_DESC,RAIDPROGRESSIONBUNDLE0_CATCH_DESC,RAIDPROGRESSIONBUNDLE0_MISSED_DESC,com.gamehivecorp.taptitans2.raidprogressbundle0,5,5,0,None,0,0,0,0,0,0,0,0,0,0,None,2000,RaidWildcard:200,FALSE,FALSE,,,,,,RAIDPROGRESSIONBUNDLE0,3,-,-,TRUE,FALSE,1,TRUE,RaidProgressionBundle,TRUE,,,,,,,,,,,
RaidProgressionBundle1,RAIDPROGRESSIONBUNDLE1_TITLE,RAIDPROGRESSIONBUNDLE1_DESC,RAIDPROGRESSIONBUNDLE1_LONG_DESC,RAIDPROGRESSIONBUNDLE1_CATCH_DESC,RAIDPROGRESSIONBUNDLE1_MISSED_DESC,com.gamehivecorp.taptitans2.raidprogressbundle1,5,10,0,None,0,0,0,0,0,0,0,0,0,0,None,3000,RaidWildcard:400,FALSE,FALSE,,,,,,RAIDPROGRESSIONBUNDLE1,3,-,-,TRUE,FALSE,1,TRUE,RaidProgressionBundle,TRUE,,,,,,,,,,,
RaidProgressionBundle2,RAIDPROGRESSIONBUNDLE2_TITLE,RAIDPROGRESSIONBUNDLE2_DESC,RAIDPROGRESSIONBUNDLE2_LONG_DESC,RAIDPROGRESSIONBUNDLE2_CATCH_DESC,RAIDPROGRESSIONBUNDLE2_MISSED_DESC,com.gamehivecorp.taptitans2.raidprogressbundle2,5,25,0,None,0,0,0,0,0,0,0,0,0,0,None,5000,RaidWildcard:1100,FALSE,FALSE,,,,,,RAIDPROGRESSIONBUNDLE2,3,-,-,TRUE,FALSE,1,TRUE,RaidProgressionBundle,TRUE,,,,,,,,,,,
